1/3,90s,A-xA,Aerial Duels_Lost,Aerial Duels_Won,Aerial Duels_Won%,Age,Ast,Att,Blocks_Blocks,Blocks_Pass,Blocks_Sh,Blocks_ShSv,Body Parts_Head,Body Parts_Left,Body Parts_Other,Body Parts_Right,Body Parts_TI,Carries_Carries,Carries_PrgDist,Carries_TotDist,Clr,Comp,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Country,CrsPA,Dispos,Dribbles_#Pl,Dribbles_Att,Dribbles_Megs,Dribbles_Succ,Dribbles_Succ%,Err,Expected_G-xG,Expected_np:G-xG,Expected_npxG,Expected_npxG/Sh,Expected_xA,Expected_xG,GCA Types_Def,GCA Types_Drib,GCA Types_Fld,GCA Types_OG,GCA Types_PassDead,GCA Types_PassLive,GCA Types_Sh,GCA_GCA,GCA_GCA90,Height_Ground,Height_High,Height_Low,ID,Int,KP,LgRank,Long_Att,Long_Cmp,Long_Cmp%,Matches,Medium_Att,Medium_Cmp,Medium_Cmp%,Miscon,Outcomes_Blocks,Outcomes_Cmp,Outcomes_Int,Outcomes_Off,Outcomes_Out,PPA,Pass Types_CK,Pass Types_Crs,Pass Types_Dead,Pass Types_FK,Pass Types_Live,Pass Types_Press,Pass Types_Sw,Pass Types_TB,Penalty Kicks_PKA,Penalty Kicks_PKatt,Penalty Kicks_PKm,Penalty Kicks_PKsv,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G+A-PK,Per 90 Minutes_G-PK,Per 90 Minutes_Gls,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,Per 90 Minutes_xA,Per 90 Minutes_xG,Per 90 Minutes_xG+xA,Performance_2CrdY,Performance_Ast,Performance_CS,Performance_CS%,Performance_CrdR,Performance_CrdY,Performance_Crs,Performance_D,Performance_Fld,Performance_Fls,Performance_GA,Performance_GA90,Performance_Gls,Performance_Int,Performance_L,Performance_OG,Performance_Off,Performance_PK,Performance_PKatt,Performance_PKcon,Performance_PKwon,Performance_Recov,Performance_Save%,Performance_Saves,Performance_SoTA,Performance_TklW,Performance_W,Playing Time_90s,Playing Time_MP,Playing Time_Min,Playing Time_Min%,Playing Time_Mn/MP,Playing Time_Starts,Pressures_%,Pressures_Att 3rd,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Press,Pressures_Succ,Prog,Receiving_Rec,Receiving_Rec%,Receiving_Targ,SCA Types_Def,SCA Types_Drib,SCA Types_Fld,SCA Types_PassDead,SCA Types_PassLive,SCA Types_Sh,SCA_SCA,SCA_SCA90,Season,Short_Att,Short_Cmp,Short_Cmp%,Squad,Standard_Dist,Standard_FK,Standard_G/Sh,Standard_G/SoT,Standard_Gls,Standard_PK,Standard_PKatt,Standard_Sh,Standard_Sh/90,Standard_SoT,Standard_SoT%,Standard_SoT/90,Starts_Compl,Starts_Mn/Start,Starts_Starts,Subs_Mn/Sub,Subs_Subs,Subs_unSub,Tackles_Att 3rd,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Tkl,Tackles_TklW,Team Success (xG)_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success_PPM,Team Success_onG,Team Success_onGA,Tkl+Int,Total_Att,Total_Cmp,Total_Cmp%,Total_PrgDist,Total_TotDist,Touches_Att 3rd,Touches_Att Pen,Touches_Def 3rd,Touches_Def Pen,Touches_Live,Touches_Mid 3rd,Touches_Touches,Vs Dribbles_Att,Vs Dribbles_Past,Vs Dribbles_Tkl,Vs Dribbles_Tkl%,age,birth_date,height,name,position,weight,xA
0,0.0,+0.4,0,0,,24,1,3,0,0,0,0,0,0,0,2,1,3,1,2,0,1. MLS,0,0,0,us USA,0,1,0,0,0,0,,0,0.0,0.0,0.0,,0.6,0.0,0,0,0,0,0,1,0,1,22.50,1,0,2,2019_Ryan Telfer_Toronto FC,0,1,9th,0,0,,Matches,3,3,100.0,0,0,3,0,0,0,0,0,0,1,0,2,1,0,0,,,,,22.50,22.50,22.50,0.00,0.00,0.00,13.52,13.52,0.00,13.52,0,1,,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,,,,0,,0.0,1,4,0.1,4,0,,0,0,0,0,0,0,3,75.0,4,0,0,0,0,1,0,1,22.50,2019,0,0,,Toronto FC,,0,,,0,0,0,0,0.00,0,,0.00,0,,0,3,1,0,0,0,0,0,0,+13.57,0.6,0.0,+0.6,+13.52,+1,+22.50,+22.38,1.00,1,0,0,3,3,100.0,8,52,4,2,0,0,3,0,4,0,0,0,,26,1994-03-04 00:00:00,,Ryan Telfer,FW-MF,,0.6
,24.6,,,,,24,1,,,,,,,,,,,,,,,1. CanPL,,,,ca CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Ryan Telfer_York9 FC,,,3rd,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,0.04,0.37,0.37,0.32,0.32,,,,,,0,1,,,0,2,,,,,,,8,,,0,,0,0,,,,,,,,,24.6,26,2216,87.9,85,24,,,,,,,,,,,,,,,,,,,2019,,,,York9 FC,,,,,8,0,0,,,,,,22,89,24,36,2,0,,,,,,,,,,,-2,-0.08,-1.27,1.19,31,33,0,,,,,,,,,,,,,,,,,26,1994-03-04 00:00:00,,Ryan Telfer,FW-MF,,
,9.3,,,,,30,0,,,,,,,,,,,,,,,1. Veikkausliiga,,,,fi FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Luis Silva_FC Honka,,,3rd,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,0.00,0.32,0.11,0.11,0.32,,,,,,0,0,,,0,1,,,,,,,3,,,0,,2,2,,,,,,,,,9.3,13,835,34.4,64,10,,,,,,,,,,,,,,,,,,,2019,,,,FC Honka,,,,,3,2,2,,,,,,4,79,10,14,3,0,,,,,,,,,,,+6,+0.65,+0.31,1.92,15,9,0,,,,,,,,,,,,,,,,,,,180cm,Luis Silva,FW-MF,,
5,2.2,0.0,7,2,22.2,30,0,51,1,1,0,0,0,7,1,42,0,54,63,234,0,1. MLS,0,0,0,us USA,0,3,2,2,0,2,100.0,0,-1.2,-1.2,1.2,0.11,0.0,1.2,0,0,0,0,0,0,0,0,0.00,38,4,9,2019_Luis Silva_Seattle,0,1,4th,6,3,50.0,Matches,14,11,78.6,2,2,41,2,0,3,0,0,0,3,0,48,17,1,0,,,,,0.00,0.00,0.00,0.00,0.00,0.55,0.56,0.01,0.55,0.56,0,0,,,0,0,0,,1,1,,,0,0,,0,1,0,0,0,0,6,,,,1,,2.2,5,198,6.5,40,2,20.5,15,6,18,39,8,2,58,60.4,96,0,1,0,0,4,1,6,2.73,2019,28,25,89.3,Seattle,12.9,0,0.00,0.00,0,0,0,11,5.00,4,36.4,1.82,1,77,2,15,3,5,0,0,1,1,1,-0.14,2.6,2.8,-0.1,-0.06,-2,-0.91,-1.07,1.17,1,3,1,51,41,80.4,50,623,32,13,2,0,69,40,72,4,4,0,0.0,,,180cm,Luis Silva,FW-MF,,0.0
45,23.3,-2.5,27,8,22.9,27,6,980,18,16,2,0,17,191,8,706,52,1123,6074,9741,8,1. MLS,16,6,1,us USA,13,69,92,140,6,83,59.3,0,+0.6,+0.6,5.4,0.05,8.5,5.4,1,1,2,0,1,7,1,13,0.56,654,170,156,2019_Aleksandar Katai_Chicago,17,35,17th,131,63,48.1,Matches,356,262,73.6,57,38,744,12,3,24,44,36,88,107,14,873,186,29,4,,,,,0.26,0.51,0.51,0.26,0.26,0.23,0.59,0.36,0.23,0.59,0,6,,,1,3,88,,24,40,,,6,17,,0,16,0,0,0,0,151,,,,29,,23.3,29,2100,68.6,72,24,26.5,109,87,162,358,95,88,1000,76.7,1304,2,20,6,7,63,6,104,4.46,2019,462,411,89.0,Chicago,19.8,6,0.06,0.19,6,0,0,102,4.37,31,30.4,1.33,13,82,24,24,5,0,8,21,8,37,29,+0.60,40.7,30.7,+10.0,+0.43,+9,+0.39,+0.48,1.31,43,34,54,980,744,75.9,3347,12234,864,162,133,15,1251,470,1358,38,29,9,23.7,29,1991-02-06 00:00:00,182cm,Aleksandar Katai,FW-MF (AM-WM),,8.5
4,9.1,+1.3,23,24,51.1,19,2,219,14,11,3,0,20,25,2,150,1,191,547,1049,6,1. MLS,0,0,0,us USA,3,10,7,13,0,7,53.8,0,+0.2,+0.2,1.8,0.14,0.7,1.8,0,0,0,0,0,2,0,2,0.22,135,50,34,2019_Theo Bair_Vancouver,4,11,23rd,18,6,33.3,Matches,71,41,57.7,22,4,146,7,2,5,5,0,19,6,0,213,66,4,1,,,,,0.22,0.44,0.44,0.22,0.22,0.20,0.27,0.07,0.20,0.27,0,2,,,0,1,19,,4,13,,,2,4,,0,5,0,0,0,0,46,,,,8,,9.1,17,822,26.9,48,10,19.2,54,52,92,198,38,10,211,59.4,355,0,1,0,0,12,0,13,1.42,2019,124,98,79.0,Vancouver,13.4,0,0.15,0.29,2,0,0,13,1.42,7,53.8,0.77,2,74,10,12,7,5,0,7,2,9,8,-0.69,6.6,18.2,-11.6,-1.27,-11,-1.20,-0.76,1.00,8,19,13,219,146,66.7,463,2049,133,29,57,10,298,130,304,5,3,2,40.0,21,1999-08-27 00:00:00,191cm,Theo Bair,FW,96kg,0.7
116,32.0,-0.4,28,37,56.9,33,0,2040,55,32,23,0,81,1102,4,812,25,1619,4982,8962,128,1. MLS,0,2,0,us USA,1,5,0,4,0,0,0.0,1,-0.3,-0.5,1.5,0.07,0.4,5.3,0,0,0,0,0,0,0,0,0.00,1527,332,181,2019_Reto Ziegler_FC Dallas,22,8,13th,555,410,73.9,Matches,1007,957,95.0,11,15,1810,24,5,25,7,2,4,82,55,1958,197,76,0,,,,,0.00,0.16,0.03,0.03,0.16,0.05,0.06,0.01,0.17,0.18,0,0,,,0,6,4,,11,34,,,5,22,,0,4,4,5,0,0,250,,,,19,,32.0,32,2880,94.1,90,32,24.1,12,133,75,220,53,106,1717,97.9,1753,0,0,0,2,21,2,25,0.78,2019,462,434,93.9,FC Dallas,23.5,15,0.05,0.14,5,4,5,20,0.62,7,35.0,0.22,32,90,32,,0,1,2,18,8,28,19,-0.58,47.5,43.2,+4.3,+0.13,+8,+0.25,+0.25,1.36,51,43,50,2040,1810,88.7,14705,41718,100,17,1420,309,2222,960,2320,36,24,12,33.3,34,1986-01-16 00:00:00,183cm,Reto Ziegler,"DF-MF (CB-FB-WM, left)",80kg,0.4
168,31.4,+0.4,26,17,39.5,28,4,1747,23,18,5,0,25,85,5,1609,7,1640,5523,11644,15,1. MLS,0,0,0,us USA,0,33,49,54,0,48,88.9,0,+0.9,+0.9,1.1,0.05,3.6,1.1,1,1,0,0,0,7,0,9,0.29,1491,121,135,2019_Darlington Nagbe_Atlanta,23,32,3rd,216,194,89.8,Matches,829,785,94.7,21,18,1616,21,6,11,25,0,4,37,30,1710,320,30,5,,,,,0.13,0.19,0.19,0.06,0.06,0.04,0.15,0.12,0.04,0.15,0,4,,,0,2,4,,45,17,,,2,23,,0,0,0,0,0,0,300,,,,30,,31.4,33,2822,92.2,86,32,28.7,65,127,219,411,118,135,1505,93.2,1614,3,3,2,0,64,0,72,2.30,2019,668,624,93.4,Atlanta,21.9,0,0.10,0.50,2,0,0,21,0.67,4,19.0,0.13,28,87,32,31,1,0,8,15,21,44,30,-0.17,52.2,39.4,+12.7,+0.41,+11,+0.35,-1.16,1.69,54,43,67,1747,1616,92.5,6440,30665,526,26,382,62,1937,1265,1965,22,11,11,50.0,30,1990-07-19 00:00:00,175cm,Darlington Nagbe,FW-MF (AM-DM),70kg,3.6
2,3.6,0.0,12,4,25.0,21,1,46,1,1,0,0,3,2,1,39,0,71,283,422,3,1. MLS,0,0,0,us USA,0,13,3,6,0,3,50.0,0,-0.2,-0.2,2.2,0.18,1.0,2.2,0,0,0,0,0,1,0,1,0.27,35,2,9,2019_Santiago Patiño_Orlando City,0,3,22nd,8,7,87.5,Matches,13,12,92.3,14,4,35,4,0,0,2,0,0,5,0,41,8,2,0,,,,,0.27,0.82,0.82,0.55,0.55,0.59,0.88,0.29,0.59,0.88,0,1,,,0,1,0,,10,14,,,2,0,,0,0,0,0,0,0,13,,,,6,,3.6,11,328,10.7,30,3,20.7,36,14,42,92,19,6,71,39.9,178,0,2,0,0,5,2,9,2.47,2019,21,15,71.4,Orlando City,9.5,0,0.17,0.67,2,0,0,12,3.29,3,25.0,0.82,1,73.0,3,14,8,3,1,3,2,6,6,-0.28,5.3,6.1,-0.8,-0.22,-2,-0.55,-0.35,1.18,3,5,6,46,35,76.1,114,656,52,23,18,4,99,41,104,4,3,1,25.0,23,1997-03-10 00:00:00,185cm,Santiago Patiño,FW,,1.0
105.0,32.9,-1.0,29.0,60.0,67.4,27,1,1774.0,53.0,47.0,6.0,0.0,89.0,550.0,3.0,879.0,214.0,1402.0,6308.0,9586.0,122.0,1. MLS,0.0,0.0,0.0,us USA,8.0,46.0,51.0,77.0,0.0,46.0,59.7,0.0,2.2,2.2,3.8,0.1,2.0,3.8,0.0,0.0,1.0,1.0,0.0,4.0,1.0,7.0,0.21,1176.0,230.0,368.0,2019_Ryan Hollingshead_FC Dallas,44.0,24.0,13th,219.0,156.0,71.2,Matches,771.0,661.0,85.7,51.0,34.0,1484.0,33.0,5.0,30.0,22.0,3.0,46.0,249.0,31.0,1525.0,257.0,40.0,0.0,,,,,0.03,0.21,0.21,0.18,0.18,0.12,0.18,0.06,0.12,0.18,0.0,1,,,0,3,46.0,,44.0,30,,,6,44.0,,0.0,5.0,0,0,1.0,0.0,328.0,,,,51.0,,32.9,34,2960,96.7,87,33,30.6,47.0,245.0,110.0,402.0,123.0,140.0,1350.0,91.5,1476.0,4.0,6.0,3.0,3.0,46.0,2.0,65.0,1.98,2019,743.0,654.0,88.0,FC Dallas,14.7,0.0,0.15,0.35,6,0,0,40.0,1.22,17,42.5,0.52,31,89.0,33,27.0,1,0,9.0,51.0,21.0,81.0,51.0,0.29,48.6,42.8,5.8,0.18,9,0.27,1.17,1.37,53,44,125,1774.0,1484.0,83.7,9095.0,27066.0,573.0,78.0,844.0,171.0,2013.0,1023.0,2252.0,66.0,31.0,35.0,53.0,29,1991-04-16 00:00:00,185cm,Ryan Hollingshead,"DF-MF (FB, left)",75kg,2.0
11,5.3,+0.5,13,4,23.5,21,1,195,10,10,0,0,9,34,2,143,4,198,655,1164,4,1. MLS,7,6,0,us USA,2,17,9,23,2,7,30.4,0,-0.9,-0.9,0.9,0.08,0.5,0.9,0,0,0,0,0,1,0,1,0.19,125,31,39,2019_Josh Sims_NY Red Bulls,5,7,12th,24,9,37.5,Matches,59,39,66.1,13,10,134,9,0,3,5,18,12,25,2,170,48,6,0,,,,,0.19,0.19,0.19,0.00,0.00,0.18,0.28,0.10,0.18,0.28,0,1,,,0,0,12,,10,6,,,0,5,,0,1,0,0,0,0,37,,,,7,,5.3,7,476,15.6,68,5,29.6,44,27,71,142,42,16,197,70.9,278,1,0,0,4,13,1,19,3.59,2019,95,80,84.2,NY Red Bulls,16.1,0,0.00,0.00,0,0,0,12,2.27,3,25.0,0.57,1,80,5,38,2,0,4,5,6,15,7,+0.40,6.9,5.1,+1.8,+0.34,-3,-0.57,-0.74,0.88,3,6,20,195,134,68.7,529,1999,180,40,29,3,275,102,299,13,7,6,46.2,23,1997-03-28 00:00:00,168cm,Josh Sims,MF,,0.5
83.0,32.0,-0.6,30.0,58.0,65.9,28,0,1896.0,63.0,28.0,35.0,2.0,77.0,169.0,6.0,1616.0,5.0,1536.0,3739.0,6865.0,206.0,1. MLS,0.0,0.0,0.0,us USA,0.0,7.0,14.0,14.0,1.0,13.0,92.9,2.0,-0.5,-0.5,1.5,0.15,0.6,1.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.06,1464.0,256.0,176.0,2019_Matt Hedges_FC Dallas,31.0,4.0,13th,451.0,342.0,75.8,Matches,987.0,919.0,93.1,7.0,4.0,1688.0,21.0,3.0,25.0,7.0,0.0,1.0,31.0,26.0,1865.0,228.0,61.0,0.0,,,,,0.0,0.03,0.03,0.03,0.03,0.05,0.06,0.02,0.05,0.06,0.0,0,,,1,5,1.0,,8.0,12,,,1,31.0,,0.0,0.0,0,0,1.0,1.0,252.0,,,,25.0,,32.0,33,2883,94.2,87,33,31.1,7.0,146.0,53.0,206.0,64.0,89.0,1623.0,98.8,1643.0,0.0,0.0,1.0,0.0,11.0,0.0,12.0,0.37,2019,446.0,420.0,94.2,FC Dallas,8.3,0.0,0.1,0.33,1,0,0,10.0,0.31,3,30.0,0.09,31,87.0,33,,0,0.0,0.0,30.0,13.0,43.0,25.0,-0.83,46.3,42.4,3.8,0.12,9,0.28,0.79,1.41,51,42,74,1896.0,1688.0,89.0,15277.0,37743.0,49.0,21.0,1422.0,306.0,2231.0,920.0,2259.0,41.0,27.0,14.0,34.1,30,1990-04-01 00:00:00,193cm,Matt Hedges,"DF (CB, right)",,0.6
15,19.4,-0.8,95,27,22.1,29,1,347,12,5,7,0,24,39,14,253,2,425,1148,2439,31,1. MLS,0,0,0,us USA,1,46,19,33,4,17,51.5,0,-5.1,-5.3,9.3,0.17,1.8,10.1,0,0,2,1,0,1,2,6,0.31,216,58,73,2019_Angelo Rodríguez_Minnesota,3,19,7th,36,25,69.4,Matches,118,80,67.8,75,21,234,8,3,4,11,0,14,31,0,316,89,6,1,,,,,0.05,0.31,0.26,0.21,0.26,0.48,0.57,0.09,0.52,0.61,0,1,,,0,2,14,,33,42,,,5,3,,0,14,1,1,0,1,71,,,,8,,19.4,28,1745,57.0,62,21,20.1,151,15,147,313,63,25,456,51.6,883,2,3,7,0,29,8,50,2.58,2019,160,116,72.5,Minnesota,12.6,0,0.07,0.22,5,1,1,55,2.84,18,32.7,0.93,8,76,21,22,7,1,3,3,3,9,8,+0.53,31.5,22.4,+9.0,+0.47,+1,+0.05,-0.50,1.45,28,27,12,347,234,67.4,691,3702,354,123,53,33,592,244,623,7,5,2,28.6,31,1989-04-04 00:00:00,182cm,Angelo Rodríguez,FW,,1.8
51,14.0,+1.9,13,10,43.5,26,4,679,13,12,1,0,16,97,8,548,1,668,1757,3422,5,1. MLS,0,0,0,us USA,1,24,18,26,2,17,65.4,0,+0.4,+0.4,2.6,0.08,2.1,2.6,0,0,0,0,0,4,0,4,0.29,491,85,103,2019_Fabio Álvarez_LA Galaxy,4,24,8th,90,58,64.4,Matches,262,218,83.2,24,17,555,14,5,11,19,2,7,9,4,670,128,13,3,,,,,0.29,0.50,0.50,0.21,0.21,0.19,0.34,0.15,0.19,0.34,0,4,,,0,5,7,,12,15,,,3,4,,0,3,0,0,0,0,109,,,,21,,14.0,18,1260,41.2,70,16,22.6,102,57,191,350,79,51,643,87.1,738,2,2,2,0,33,2,41,2.93,2019,307,269,87.6,LA Galaxy,17.5,0,0.09,0.23,3,0,0,33,2.36,13,39.4,0.93,2,73,16,48,2,0,12,5,16,33,21,-0.65,18.4,26.3,-7.9,-0.56,-6,-0.43,-0.68,1.05,16,22,37,679,555,81.7,1988,9563,349,48,113,14,823,436,831,33,24,9,27.3,27,1993-01-23 00:00:00,176cm,Fabio Álvarez,FW-MF,,2.1
23,10.2,-0.1,18,13,41.9,23,0,379,22,15,7,0,19,271,1,57,26,259,453,1151,65,1. MLS,0,0,0,us USA,1,1,1,3,0,0,0.0,1,0.0,0.0,0.0,,0.1,0.0,0,0,0,0,0,0,0,0,0.00,232,94,53,2019_Deklan Wynne_Colorado,5,2,16th,90,52,57.8,Matches,172,151,87.8,2,7,301,8,0,7,3,0,2,34,8,345,44,7,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0,0,,,0,0,2,,3,9,,,0,5,,1,1,0,0,0,0,88,,,,10,,10.2,11,916,29.9,83,11,25.6,4,66,16,86,22,23,260,97.4,267,0,0,0,0,4,0,4,0.39,2019,110,97,88.2,Colorado,,0,,,0,0,0,0,0.00,0,,0.00,10,83,11,,0,3,0,8,4,12,10,-0.16,16.0,18.9,-2.9,-0.29,-4,-0.39,-0.35,1.09,16,20,17,379,301,79.4,2824,6386,20,1,296,75,456,191,490,10,7,3,30.0,25,1995-03-20 00:00:00,,Deklan Wynne,"DF (FB, left)",,0.1
,14.7,,,,,25,4,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Vincent Bezecourt_Red Bulls II,5,,8th,,,,Matches,,,,,,,,,,,,42,,,,,,,,,,,0.27,0.48,0.48,0.20,0.20,,,,,,0,4,,,0,0,42,,29,14,,,3,5,,0,3,0,1,0,2,,,,,15,,14.7,16,1322,43.2,83,16,,,,,,,,,,,,,,,,,,,2019,,,,Red Bulls II,,,0.05,0.20,3,0,1,64,4.36,15,23.4,1.02,8,83,16,,0,0,,,,,15,,,,,,0,0.00,-1.19,1.41,25,25,0,,,,,,,,,,,,,,,,,27,1993-06-10 00:00:00,,Vincent Bezecourt,MF,,
8,5.0,-0.3,17,8,32.0,25,0,151,5,4,1,0,9,97,1,30,6,139,417,744,1,1. MLS,0,4,0,us USA,1,13,4,8,0,4,50.0,0,-0.3,-0.3,0.3,0.03,0.3,0.3,0,0,0,0,0,1,0,1,0.20,86,41,24,2019_Vincent Bezecourt_NY Red Bulls,3,6,12th,16,3,18.8,Matches,50,36,72.0,7,9,89,6,0,5,5,4,11,18,5,133,54,4,0,,,,,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.07,0.06,0.13,0,0,,,0,0,11,,5,10,,,0,3,,0,1,0,0,0,0,33,,,,9,,5.0,8,449,14.7,56,7,24.6,43,48,92,183,45,13,135,60.3,224,1,1,0,1,9,0,12,2.41,2019,75,48,64.0,NY Red Bulls,24.1,0,0.00,0.00,0,0,0,10,2.00,3,30.0,0.60,2,64,7,4,1,6,3,3,5,11,9,+0.17,7.5,6.8,+0.7,+0.15,+1,+0.20,+0.17,1.00,8,7,14,151,89,58.9,501,1276,119,16,24,2,195,83,212,12,10,2,16.7,27,1993-06-10 00:00:00,,Vincent Bezecourt,MF,,0.3
6,1.0,0.0,0,1,100.0,22,0,43,1,1,0,0,1,4,0,27,11,27,34,99,3,1. MLS,0,0,0,us USA,0,1,1,2,0,1,50.0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0.00,26,8,9,2019_Carter Manley_Minnesota,0,0,7th,6,2,33.3,Matches,18,11,61.1,1,3,28,2,0,1,0,0,0,12,1,31,13,0,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,,0,0,0,,1,0,,,0,0,,0,0,0,0,0,0,5,,,,0,,1.0,1,90,2.9,90,1,23.1,1,7,5,13,3,5,29,93.5,31,0,0,0,0,1,0,1,1.00,2019,16,15,93.8,Minnesota,,0,,,0,0,0,0,0.00,0,,0.00,1,90,1,,0,1,0,0,1,1,0,-1.28,2.1,3.1,-1.0,-1.00,-2,-2.00,-2.33,0.00,3,5,1,43,28,65.1,218,445,7,0,17,4,39,32,51,0,0,0,,24,1996-04-29 00:00:00,180cm,Carter Manley,DF,77kg,0.0
5,4.6,0.0,6,13,68.4,24,0,112,12,7,5,0,3,8,0,83,14,78,141,273,26,1. MLS,0,0,0,us USA,1,2,1,2,0,1,50.0,0,0.0,0.0,0.0,0.02,0.0,0.0,0,0,0,0,0,0,0,0,0.00,69,21,22,2019_Jalen Robinson_D.C. United,3,1,10th,16,6,37.5,Matches,60,49,81.7,3,2,87,4,0,2,1,0,3,17,3,95,11,1,0,,,,,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0,0,,,0,0,3,,3,0,,,0,3,,0,0,0,0,0,0,23,,,,7,,4.6,10,414,13.5,41,5,30.4,3,34,9,46,14,5,76,96.2,79,1,0,0,0,3,0,4,0.87,2019,34,31,91.2,D.C. United,13.0,0,0.00,,0,0,0,1,0.22,0,0.0,0.00,3,76,5,6,5,18,0,5,2,7,7,-0.97,3.9,9.1,-5.2,-1.14,+1,+0.22,+0.12,1.90,7,6,10,112,87,77.7,708,1640,22,1,94,38,150,55,167,2,0,2,100.0,,,175cm,Jalen Robinson,DF,,0.0
130,28.3,-0.1,20,17,45.9,25,2,1712,50,34,16,0,100,130,7,1446,16,1373,2054,4973,54,1. MLS,1,4,0,us USA,3,24,22,29,1,22,75.9,0,-0.6,-0.6,0.6,0.05,2.1,0.6,1,0,0,0,0,3,1,5,0.18,1214,207,291,2019_Junior Moreno_D.C. United,30,21,10th,230,180,78.3,Matches,713,659,92.4,16,26,1512,23,5,15,16,5,14,52,29,1660,263,44,2,,,,,0.07,0.07,0.07,0.00,0.00,0.02,0.10,0.07,0.02,0.10,0,2,,,1,3,14,,19,31,,,0,30,,0,0,0,0,0,0,371,,,,38,,28.3,29,2549,83.3,88,29,28.1,45,207,247,499,140,127,1320,93.2,1416,1,1,0,3,40,1,46,1.62,2019,710,639,90.0,D.C. United,24.5,1,0.00,0.00,0,0,0,13,0.46,3,23.1,0.11,27,88,29,,0,0,7,27,27,61,38,+0.57,31.0,36.9,-5.9,-0.21,+6,+0.21,+0.56,1.40,36,30,91,1712,1512,88.3,7809,27410,334,15,447,79,1918,1269,1968,46,26,20,43.5,27,1993-07-20 00:00:00,,Junior Moreno,"MF (DM, left)",,2.1
0,0.1,0.0,0,0,,18,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,1. MLS,0,0,0,us USA,0,0,0,0,0,0,,0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0.00,2,0,1,2019_Luis Arriaga_Real Salt Lake,0,0,6th,0,0,,Matches,1,1,100.0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,,,,0,,0.1,2,5,0.2,3,0,0.0,1,2,1,4,0,0,2,100.0,2,0,0,0,0,0,0,0,0.00,2019,2,2,100.0,Real Salt Lake,,0,,,0,0,0,0,0.00,0,,0.00,0,,0,2,2,1,0,0,0,0,0,+0.11,0.0,0.0,0.0,0.00,0,0.00,-0.15,0.00,0,0,0,3,3,100.0,10,45,0,0,1,0,3,2,3,0,0,0,,19,2001-01-26 00:00:00,167cm,Luis Arriaga,MF,52kg,0.0
,13.1,,,,,18,4,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Luis Arriaga_Real Monarchs,7,,11th,,,,Matches,,,,,,,,,,,,9,,,,,,,,,,,0.31,0.31,0.31,0.00,0.00,,,,,,0,4,,,0,0,9,,6,6,,,0,7,,0,0,0,0,0,0,,,,,7,,13.1,19,1177,38.5,62,12,,,,,,,,,,,,,,,,,,,2019,,,,Real Monarchs,,,0.00,0.00,0,0,0,13,0.99,5,38.5,0.38,5,80,12,31,7,1,,,,,7,,,,,,+7,+0.54,+0.01,1.73,28,21,0,,,,,,,,,,,,,,,,,19,2001-01-26 00:00:00,167cm,Luis Arriaga,MF,52kg,
