1/3,90s,A-xA,Aerial Duels_Lost,Aerial Duels_Won,Aerial Duels_Won%,Age,Ast,Att,Blocks_Blocks,Blocks_Pass,Blocks_Sh,Blocks_ShSv,Body Parts_Head,Body Parts_Left,Body Parts_Other,Body Parts_Right,Body Parts_TI,Carries_Carries,Carries_PrgDist,Carries_TotDist,Clr,Comp,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Country,CrsPA,Dispos,Dribbles_#Pl,Dribbles_Att,Dribbles_Megs,Dribbles_Succ,Dribbles_Succ%,Err,Expected_G-xG,Expected_np:G-xG,Expected_npxG,Expected_npxG/Sh,Expected_xA,Expected_xG,GCA Types_Def,GCA Types_Drib,GCA Types_Fld,GCA Types_OG,GCA Types_PassDead,GCA Types_PassLive,GCA Types_Sh,GCA_GCA,GCA_GCA90,Height_Ground,Height_High,Height_Low,ID,Int,KP,LgRank,Long_Att,Long_Cmp,Long_Cmp%,Matches,Medium_Att,Medium_Cmp,Medium_Cmp%,Miscon,Outcomes_Blocks,Outcomes_Cmp,Outcomes_Int,Outcomes_Off,Outcomes_Out,PPA,Pass Types_CK,Pass Types_Crs,Pass Types_Dead,Pass Types_FK,Pass Types_Live,Pass Types_Press,Pass Types_Sw,Pass Types_TB,Penalty Kicks_PKA,Penalty Kicks_PKatt,Penalty Kicks_PKm,Penalty Kicks_PKsv,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G+A-PK,Per 90 Minutes_G-PK,Per 90 Minutes_Gls,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,Per 90 Minutes_xA,Per 90 Minutes_xG,Per 90 Minutes_xG+xA,Performance_2CrdY,Performance_Ast,Performance_CS,Performance_CS%,Performance_CrdR,Performance_CrdY,Performance_Crs,Performance_D,Performance_Fld,Performance_Fls,Performance_GA,Performance_GA90,Performance_Gls,Performance_Int,Performance_L,Performance_OG,Performance_Off,Performance_PK,Performance_PKatt,Performance_PKcon,Performance_PKwon,Performance_Recov,Performance_Save%,Performance_Saves,Performance_SoTA,Performance_TklW,Performance_W,Playing Time_90s,Playing Time_MP,Playing Time_Min,Playing Time_Min%,Playing Time_Mn/MP,Playing Time_Starts,Pressures_%,Pressures_Att 3rd,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Press,Pressures_Succ,Prog,Receiving_Rec,Receiving_Rec%,Receiving_Targ,SCA Types_Def,SCA Types_Drib,SCA Types_Fld,SCA Types_PassDead,SCA Types_PassLive,SCA Types_Sh,SCA_SCA,SCA_SCA90,Season,Short_Att,Short_Cmp,Short_Cmp%,Squad,Standard_Dist,Standard_FK,Standard_G/Sh,Standard_G/SoT,Standard_Gls,Standard_PK,Standard_PKatt,Standard_Sh,Standard_Sh/90,Standard_SoT,Standard_SoT%,Standard_SoT/90,Starts_Compl,Starts_Mn/Start,Starts_Starts,Subs_Mn/Sub,Subs_Subs,Subs_unSub,Tackles_Att 3rd,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Tkl,Tackles_TklW,Team Success (xG)_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success_PPM,Team Success_onG,Team Success_onGA,Tkl+Int,Total_Att,Total_Cmp,Total_Cmp%,Total_PrgDist,Total_TotDist,Touches_Att 3rd,Touches_Att Pen,Touches_Def 3rd,Touches_Def Pen,Touches_Live,Touches_Mid 3rd,Touches_Touches,Vs Dribbles_Att,Vs Dribbles_Past,Vs Dribbles_Tkl,Vs Dribbles_Tkl%,age,birth_date,height,name,position,weight,xA
53,11.0,+0.1,18,5,21.7,22,1,434,15,14,1,0,10,27,2,383,7,415,1327,2403,3,1. MLS,0,1,0,us USA,1,10,12,26,0,11,42.3,0,-0.6,-0.6,1.6,0.11,0.9,1.6,0,0,1,0,0,3,0,4,0.36,353,35,46,2019_Emerson Hyndman_Atlanta,4,12,3rd,39,29,74.4,Matches,179,153,85.5,11,9,372,8,4,4,13,1,12,14,6,420,100,7,2,,,,,0.09,0.18,0.18,0.09,0.09,0.15,0.22,0.08,0.15,0.22,0,1,,,0,1,12,,4,9,,,1,4,,0,2,0,0,0,1,72,,,,6,,11.0,15,987,32.3,66,10,26.2,69,58,117,244,64,51,398,78.7,506,0,0,1,0,23,2,26,2.37,2019,198,179,90.4,Atlanta,17.1,0,0.07,0.17,1,0,0,15,1.37,6,40.0,0.55,8,88,10,22,5,0,2,4,5,11,6,+0.22,20.7,14.4,+6.2,+0.57,+1,+0.09,-0.52,2.00,20,19,15,434,372,85.7,1723,6075,251,46,64,10,509,249,523,17,15,2,11.8,24,1996-04-09 00:00:00,170cm,Emerson Hyndman,MF (CM),65kg,0.9
78.0,19.5,1.1,14.0,4.0,22.2,26,3,1019.0,23.0,23.0,0.0,0.0,19.0,116.0,4.0,853.0,23.0,969.0,2294.0,4358.0,14.0,1. MLS,0.0,0.0,0.0,us USA,1.0,31.0,19.0,29.0,1.0,19.0,65.5,0.0,0.7,1.5,3.5,0.13,1.9,4.3,1.0,2.0,0.0,0.0,0.0,4.0,0.0,7.0,0.36,801.0,72.0,146.0,2019_Jonathan Osorio_Toronto FC,15.0,18.0,9th,85.0,64.0,75.3,Matches,381.0,343.0,90.0,25.0,21.0,889.0,16.0,5.0,6.0,24.0,5.0,15.0,36.0,7.0,983.0,195.0,12.0,3.0,,,,,0.15,0.41,0.41,0.26,0.26,0.18,0.27,0.1,0.22,0.31,0.0,3,,,0,2,15.0,,22.0,13,,,5,15.0,,0.0,2.0,0,1,2.0,0.0,132.0,,,,23.0,,19.5,24,1757,57.4,73,18,25.2,91.0,114.0,176.0,381.0,96.0,86.0,952.0,84.7,1124.0,1.0,3.0,2.0,1.0,39.0,2.0,48.0,2.46,2019,501.0,454.0,90.6,Toronto FC,15.8,0.0,0.19,0.42,5,0,1,27.0,1.38,12,44.4,0.61,14,87.0,18,32.0,6,1.0,6.0,14.0,14.0,34.0,23.0,0.0,27.3,28.1,-0.8,-0.04,0,0.0,-0.35,1.61,32,32,49,1019.0,889.0,87.2,3566.0,14311.0,535.0,68.0,163.0,27.0,1189.0,606.0,1222.0,34.0,22.0,12.0,35.3,28,1992-06-12 00:00:00,175cm,Jonathan Osorio,"MF (CM, left)",73kg,1.9
20,16.7,+0.8,25,6,19.4,24,3,500,17,16,1,0,13,88,10,381,3,582,2754,4169,5,1. MLS,0,1,2,us USA,3,46,40,57,0,35,61.4,0,+1.2,+1.2,2.8,0.10,2.2,2.8,0,1,1,0,0,4,0,6,0.36,355,73,72,2019_Kekuta Manneh_FC Cincinnati,11,22,24th,49,24,49.0,Matches,168,130,77.4,33,22,375,16,8,11,16,4,26,15,0,485,90,13,0,,,,,0.18,0.42,0.42,0.24,0.24,0.17,0.30,0.13,0.17,0.30,0,3,,,1,0,26,,38,12,,,4,11,,0,8,0,0,0,0,105,,,,12,,16.7,27,1499,49.0,56,15,24.1,96,62,153,311,75,39,528,72.6,727,1,7,9,2,32,0,51,3.06,2019,251,210,83.7,FC Cincinnati,19.7,0,0.14,0.40,4,0,0,29,1.74,10,34.5,0.60,6,81,15,23,12,1,1,7,8,16,12,-0.24,17.0,31.9,-14.9,-0.89,-24,-1.44,-0.29,0.63,17,41,27,500,375,75.0,1186,5822,384,69,81,9,700,327,715,17,14,3,17.6,25,1994-12-30 00:00:00,175cm,Kekuta Manneh,FW-MF,,2.2
111,31.9,0.0,46,62,57.4,27,1,1533,64,46,18,0,67,135,5,1028,257,1079,2922,5330,95,1. MLS,0,0,0,us USA,5,21,26,38,2,25,65.8,5,-1.4,-1.4,2.4,0.11,1.0,2.4,0,1,1,0,0,2,0,4,0.13,909,344,280,2019_Mathieu Deplagne_FC Cincinnati,36,11,24th,238,127,53.4,Matches,680,583,85.7,22,36,1239,22,3,33,19,0,38,283,26,1250,206,43,1,,,,,0.03,0.06,0.06,0.03,0.03,0.07,0.11,0.03,0.07,0.11,0,1,,,0,4,38,,25,29,,,1,36,,0,2,0,0,1,0,262,,,,38,,31.9,33,2875,94.0,87,33,30.2,36,239,119,394,119,129,1035,90.2,1147,0,1,3,3,24,0,31,0.97,2019,580,520,89.7,FC Cincinnati,18.0,0,0.05,0.17,1,0,0,22,0.69,6,27.3,0.19,30,87,33,,0,0,0,41,25,66,38,+0.66,31.3,54.7,-23.4,-0.73,-38,-1.19,+1.73,0.73,30,68,102,1533,1239,80.8,8845,22687,400,46,651,146,1604,932,1884,67,37,30,44.8,29,1991-10-01 00:00:00,180cm,Mathieu Deplagne,"DF (FB, right)",66kg,1.0
,5.2,,,,,21,2,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Handwalla Bwana_Tacoma,3,,33rd,,,,Matches,,,,,,,,,,,,14,,,,,,,,,,,0.38,0.57,0.57,0.19,0.19,,,,,,0,2,,,0,0,14,,5,0,,,1,3,,0,1,0,0,0,0,,,,,3,,5.2,6,472,15.4,79,6,,,,,,,,,,,,,,,,,,,2019,,,,Tacoma,,,0.08,0.20,1,0,0,12,2.29,5,41.7,0.95,2,79,6,,0,1,,,,,3,,,,,,-9,-1.72,-0.64,1.00,7,16,0,,,,,,,,,,,,,,,,,23,1997-06-25 00:00:00,,Handwalla Bwana,FW-MF,,
6,6.4,-0.3,8,4,33.3,21,1,210,11,11,0,0,11,35,3,152,5,216,1176,1733,4,1. MLS,2,2,3,us USA,2,13,19,28,0,18,64.3,0,+0.1,+0.1,0.9,0.09,1.3,0.9,0,1,0,0,0,1,0,2,0.31,146,30,34,2019_Handwalla Bwana_Seattle,0,8,4th,23,9,39.1,Matches,77,55,71.4,11,14,141,10,0,4,5,7,12,12,0,198,56,4,1,,,,,0.16,0.31,0.31,0.16,0.16,0.13,0.34,0.20,0.13,0.34,0,1,,,0,1,12,,4,5,,,1,0,,0,3,0,0,0,0,32,,,,9,,6.4,15,572,18.7,38,6,19.6,36,57,65,158,31,14,205,72.7,282,1,2,1,1,10,2,17,2.67,2019,96,76,79.2,Seattle,15.7,0,0.11,0.25,1,0,0,9,1.42,4,44.4,0.63,1,66,6,20,9,9,2,6,4,12,9,-0.97,6.7,11.3,-4.6,-0.72,-1,-0.16,-0.30,0.87,9,10,12,210,141,67.1,595,2180,167,31,46,7,277,101,288,13,10,3,23.1,23,1997-06-25 00:00:00,,Handwalla Bwana,FW-MF,,1.3
16,21.2,-0.9,33,8,19.5,28,2,452,29,29,0,0,22,68,4,345,7,463,1621,3040,11,1. MLS,0,0,0,us USA,8,31,25,39,2,22,56.4,0,-0.3,-0.8,5.8,0.17,2.9,7.3,0,0,1,0,0,3,0,4,0.19,290,86,76,2019_Ethan Finlay_Minnesota,9,18,7th,50,16,32.0,Matches,155,105,67.7,32,30,302,9,1,10,14,0,48,8,1,444,67,13,1,,,,,0.09,0.42,0.33,0.24,0.33,0.27,0.41,0.14,0.34,0.48,0,2,,,0,3,48,,20,18,,,7,9,,0,7,2,2,0,1,123,,,,17,,21.2,33,1911,62.5,58,22,21.8,112,99,156,367,80,31,430,62.1,692,1,3,4,0,26,3,37,1.74,2019,216,175,81.0,Minnesota,13.3,0,0.15,0.63,7,2,2,34,1.60,8,23.5,0.38,10,80,22,13,11,1,7,9,9,25,17,+0.16,35.5,29.1,+6.4,+0.30,+2,+0.09,-0.45,1.47,37,35,34,452,302,66.8,1359,4602,357,103,89,15,664,268,673,27,17,10,37.0,30,1990-08-06 00:00:00,175cm,Ethan Finlay,"FW-MF (AM, right)",70kg,2.9
,4.5,,,,,24,0,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Romario Williams_Atlanta 2,0,,29th,,,,Matches,,,,,,,,,,,,1,,,,,,,,,,,0.00,0.66,0.66,0.66,0.66,,,,,,0,0,,,0,3,1,,3,6,,,3,0,,0,2,0,0,0,0,,,,,2,,4.5,5,407,13.3,81,5,,,,,,,,,,,,,,,,,,,2019,,,,Atlanta 2,,,0.27,0.60,3,0,0,11,2.43,5,45.5,1.11,3,81,5,,0,0,,,,,2,,,,,,-9,-1.99,-1.21,0.20,4,13,0,,,,,,,,,,,,,,,,,26,1994-08-15 00:00:00,180cm,Romario Williams,FW,72kg,
0,0.4,-0.2,0,2,100.0,24,0,18,0,0,0,0,2,3,0,10,1,15,31,93,0,1. MLS,0,0,0,us USA,0,1,0,0,0,0,,0,-0.1,-0.1,0.1,0.04,0.2,0.1,0,0,0,0,0,0,0,0,0.00,3,4,11,2019_Romario Williams_Atlanta,0,1,3rd,2,0,0.0,Matches,6,2,33.3,2,0,8,0,0,1,1,0,1,1,0,17,4,0,0,,,,,0.00,0.00,0.00,0.00,0.00,0.19,0.64,0.45,0.19,0.64,0,0,,,0,0,1,,0,0,,,0,0,,0,0,0,0,0,0,8,,,,0,,0.4,2,39,1.3,20,0,12.5,4,0,4,8,1,1,14,60.9,23,0,0,0,0,1,0,1,2.31,2019,9,6,66.7,Atlanta,23.5,0,0.00,0.00,0,0,0,2,4.62,1,50.0,2.31,0,,0,19,2,11,0,0,0,0,0,+0.51,0.4,0.0,+0.4,+0.92,0,0.00,-0.45,0.00,0,0,0,18,8,44.4,22,92,17,2,1,0,23,7,24,3,3,0,0.0,26,1994-08-15 00:00:00,180cm,Romario Williams,FW,72kg,0.2
3,1.4,-0.4,4,1,20.0,24,0,20,3,2,1,0,3,4,0,12,0,33,195,299,1,1. MLS,0,0,0,us USA,0,6,2,2,0,2,100.0,0,+0.4,+0.4,0.6,0.12,0.4,0.6,0,0,0,0,0,0,0,0,0.00,13,3,4,2019_Romario Williams_Columbus,0,3,20th,4,4,100.0,Matches,4,3,75.0,9,2,12,1,0,0,1,0,0,1,1,19,4,1,0,,,,,0.00,0.71,0.71,0.71,0.71,0.43,0.72,0.29,0.43,0.72,0,0,,,0,0,0,,6,5,,,1,0,,0,1,0,0,0,0,3,,,,4,,1.4,7,127,4.2,18,1,26.7,18,2,10,30,8,3,34,54.8,62,1,1,0,0,4,0,6,4.25,2019,9,4,44.4,Columbus,15.8,0,0.20,0.33,1,0,0,5,3.54,3,60.0,2.13,0,65,1,10,6,7,2,0,2,4,4,+0.15,2.9,2.9,0.0,+0.01,+1,+0.71,+0.98,1.43,3,2,4,20,12,60.0,99,270,25,9,5,1,48,23,48,1,1,0,0.0,26,1994-08-15 00:00:00,180cm,Romario Williams,FW,72kg,0.4
12,6.5,-0.3,11,3,21.4,25,0,209,10,10,0,0,3,143,4,55,4,219,790,1497,3,1. MLS,0,0,0,us USA,1,15,8,13,0,7,53.8,0,-1.3,-1.3,1.3,0.10,0.3,1.3,0,0,0,0,0,0,0,0,0.00,162,21,26,2019_Robin Lod_Minnesota,3,7,7th,20,15,75.0,Matches,82,71,86.6,9,6,172,4,0,2,5,0,7,5,0,204,42,5,0,,,,,0.00,0.00,0.00,0.00,0.00,0.21,0.25,0.04,0.21,0.25,0,0,,,0,0,7,,4,8,,,0,3,,0,2,0,0,0,0,47,,,,10,,6.5,10,582,19.0,58,6,24.1,32,29,76,137,33,15,199,72.9,273,0,1,0,0,18,0,19,2.94,2019,96,83,86.5,Minnesota,15.8,0,0.00,0.00,0,0,0,13,2.01,5,38.5,0.77,2,79,6,27,4,0,1,6,7,14,10,+0.33,12.7,9.4,+3.3,+0.51,+3,+0.46,+0.25,1.36,7,4,17,209,172,82.3,705,2945,134,21,44,3,281,139,286,16,11,5,31.3,27,1993-04-17 00:00:00,180cm,Robin Lod,FW-MF,76kg,0.3
85,30.0,+1.7,16,16,50.0,21,3,1005,49,41,8,0,27,349,3,583,33,1152,3663,6843,24,1. MLS,0,2,0,us USA,6,45,81,122,5,77,63.1,1,+2.6,+2.6,3.4,0.09,1.3,3.4,0,1,1,0,0,4,0,6,0.20,722,138,145,2019_Lucas Rodríguez_D.C. United,18,21,10th,141,103,73.0,Matches,358,322,89.9,55,28,854,16,4,10,16,2,17,43,7,962,180,35,2,,,,,0.10,0.30,0.30,0.20,0.20,0.11,0.16,0.04,0.11,0.16,0,3,,,0,5,17,,86,35,,,6,18,,0,3,0,0,1,0,201,,,,34,,30.0,33,2699,88.2,82,31,24.8,150,191,288,629,156,71,999,78.3,1276,1,7,24,0,43,1,76,2.53,2019,477,420,88.1,D.C. United,16.3,0,0.15,0.46,6,0,0,39,1.30,13,33.3,0.43,20,86,31,23,2,1,13,21,27,61,34,+0.63,35.6,42.4,-6.8,-0.23,+5,+0.17,+0.42,1.44,39,34,79,1005,854,85.0,3260,15100,502,74,235,45,1388,801,1426,52,36,16,30.8,23,1997-04-27 00:00:00,168cm,Lucas Rodríguez,"FW-MF (AM, left)",64kg,1.3
84,18.8,+2.9,13,10,43.5,32,5,946,23,17,6,0,32,631,2,96,179,704,2249,3475,53,1. MLS,0,0,0,us USA,3,16,27,42,0,27,64.3,1,-0.6,-0.6,0.6,0.04,2.1,0.6,0,0,0,0,0,5,0,5,0.27,506,237,203,2019_Edgar Castillo_New England,19,14,14th,146,56,38.4,Matches,379,296,78.1,22,20,717,16,7,20,21,0,18,198,19,748,121,13,3,,,,,0.27,0.27,0.27,0.00,0.00,0.03,0.14,0.11,0.03,0.14,0,5,,,0,2,18,,14,16,,,0,19,,0,2,0,0,0,0,182,,,,36,,18.8,20,1689,55.2,84,20,25.9,28,131,104,263,68,97,617,91.1,677,1,0,0,0,28,1,30,1.60,2019,398,357,89.7,New England,21.6,0,0.00,0.00,0,0,0,16,0.85,1,6.3,0.05,15,84,20,,0,3,10,30,14,54,36,-0.41,22.5,31.5,-9.0,-0.48,-9,-0.48,-0.61,1.25,28,37,73,946,717,75.8,6127,12039,309,28,312,50,958,587,1150,76,45,31,40.8,34,1986-10-08 00:00:00,168cm,Edgar Castillo,"DF (FB, left)",75kg,2.1
9,18.0,+1.6,66,35,34.7,28,3,233,3,3,0,0,17,127,2,71,0,278,753,1614,11,1. MLS,0,0,0,us USA,2,39,10,18,2,10,55.6,0,-1.8,-1.8,8.8,0.14,1.4,8.8,0,0,1,0,0,4,2,7,0.39,141,39,53,2019_Dom Dwyer_Orlando City,1,10,22nd,26,15,57.7,Matches,89,62,69.7,51,7,169,7,3,5,10,0,13,34,0,199,54,6,1,,,,,0.17,0.56,0.56,0.39,0.39,0.49,0.57,0.08,0.49,0.57,0,3,,,1,6,13,,33,37,,,7,1,,0,15,0,0,0,0,37,,,,1,,18.0,27,1616,52.8,60,16,20.4,120,7,94,221,45,17,339,47.5,713,0,1,2,1,16,6,26,1.45,2019,105,87,82.9,Orlando City,14.4,2,0.11,0.29,7,0,0,64,3.56,24,37.5,1.34,7,80,16,31,11,1,1,0,2,3,1,-0.21,21.2,22.4,-1.2,-0.07,0,0.00,+0.50,1.11,26,26,4,233,169,72.5,412,2737,252,91,22,11,410,184,445,11,11,0,0.0,30,1990-07-30 00:00:00,176cm,Dom Dwyer,FW,72kg,1.4
,0.8,,,,,24,0,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Sergio Santos Gomes_Bethlehem,2,,32nd,,,,Matches,,,,,,,,,,,,1,,,,,,,,,,,0.00,1.25,1.25,1.25,1.25,,,,,,0,0,,,1,0,1,,1,3,,,1,2,,0,0,0,0,0,0,,,,,3,,0.8,2,72,2.4,36,1,,,,,,,,,,,,,,,,,,,2019,,,,Bethlehem,,,0.50,0.50,1,0,0,2,2.50,2,100.0,2.50,0,42,1,30,1,1,,,,,3,,,,,,+2,+2.50,+3.43,1.50,3,1,0,,,,,,,,,,,,,,,,,26,1994-09-04 00:00:00,180cm,Sergio Santos Gomes,FW,77kg,
7,7.0,+0.6,18,6,25.0,24,1,176,6,6,0,0,7,118,1,43,3,237,1184,1869,7,1. MLS,0,0,0,us USA,2,16,17,24,1,16,66.7,0,+0.2,+0.2,3.8,0.17,0.4,3.8,0,0,2,0,0,1,1,4,0.58,125,25,26,2019_Sergio Santos Gomes_Philadelphia,2,7,5th,13,5,38.5,Matches,58,39,67.2,38,10,122,3,1,4,5,0,13,7,2,169,32,5,0,,,,,0.14,0.72,0.72,0.58,0.58,0.55,0.60,0.06,0.55,0.60,0,1,,,0,2,13,,13,25,,,4,2,,0,6,0,0,0,1,36,,,,8,,7.0,17,626,20.5,37,5,24.0,70,23,57,150,36,12,222,65.1,341,1,4,3,0,12,2,22,3.16,2019,93,76,81.7,Philadelphia,14.5,0,0.18,0.57,4,0,0,22,3.16,7,31.8,1.01,0,65,5,25,12,1,7,2,3,12,8,-0.08,12.9,10.7,+2.2,+0.32,-1,-0.14,-0.48,1.37,14,15,14,176,122,69.3,411,1743,200,62,26,7,295,99,301,16,12,4,25.0,26,1994-09-04 00:00:00,180cm,Sergio Santos Gomes,FW,77kg,0.4
44,25.6,+1.5,17,23,57.5,23,7,1031,37,35,2,0,34,147,5,768,60,982,4400,7348,26,1. MLS,0,1,0,us USA,16,41,37,64,1,34,53.1,0,-1.6,-1.6,6.6,0.12,5.5,6.6,0,1,0,0,3,11,1,16,0.63,693,159,179,2019_Przemysław Frankowski_Chicago,17,41,17th,154,89,57.8,Matches,402,319,79.4,49,37,784,20,3,31,45,4,82,71,7,960,185,29,3,,,,,0.27,0.47,0.47,0.20,0.20,0.26,0.48,0.22,0.26,0.48,0,7,,,0,3,82,,20,26,,,5,17,,0,8,0,0,1,0,159,,,,30,,25.6,31,2303,75.3,74,24,22.9,124,154,185,463,106,88,958,79.8,1201,4,4,1,3,73,6,91,3.58,2019,437,369,84.4,Chicago,16.4,0,0.09,0.22,5,0,0,56,2.19,23,41.1,0.90,21,88,24,27,7,0,11,16,20,47,30,-0.11,43.1,37.3,+5.8,+0.23,+8,+0.31,+0.31,1.19,43,35,64,1031,784,76.0,4061,13990,730,140,212,39,1261,530,1330,51,35,16,31.4,25,1995-04-12 00:00:00,175cm,Przemysław Frankowski,"FW-MF (AM-WM, right)",68kg,5.5
17,7.0,-0.2,9,9,50.0,26,0,297,13,12,1,0,16,203,0,22,55,218,612,1071,26,1. MLS,0,0,0,us USA,1,6,21,26,2,18,69.2,0,+0.2,+0.2,0.8,0.08,0.2,0.8,0,0,1,0,0,0,0,1,0.14,137,98,62,2019_Francisco Calvo_Minnesota,11,3,7th,60,27,45.0,Matches,137,93,67.9,4,8,200,10,1,3,4,0,3,66,11,231,43,6,1,,,,,0.00,0.14,0.14,0.14,0.14,0.12,0.15,0.03,0.12,0.15,1,0,,,1,4,3,,2,12,,,1,11,,0,0,0,0,0,1,64,,,,14,,7.0,7,629,20.6,90,7,29.4,12,70,44,126,37,26,184,88.9,207,0,1,1,1,3,0,6,0.86,2019,96,79,82.3,Minnesota,10.4,0,0.09,0.25,1,0,0,11,1.57,4,36.4,0.57,6,90,7,,0,0,2,15,7,24,14,+0.14,12.7,10.3,+2.5,+0.35,+2,+0.29,+0.03,1.43,17,15,35,297,200,67.3,2091,3963,78,16,149,35,327,190,390,29,17,12,41.4,28,1992-07-08 00:00:00,180cm,Francisco Calvo,"DF (CB-FB, left)",80kg,0.2
92,21.5,-0.2,22,26,54.2,26,1,1238,34,21,13,2,28,1044,5,116,37,1050,3825,6332,89,1. MLS,0,0,0,us USA,2,21,21,28,0,20,71.4,1,+0.2,+0.2,2.8,0.09,1.2,2.8,0,0,0,0,1,2,0,3,0.14,843,265,130,2019_Francisco Calvo_Chicago,42,15,17th,368,227,61.7,Matches,565,516,91.3,13,21,1009,18,6,12,9,0,8,75,38,1163,120,62,0,,,,,0.05,0.19,0.19,0.14,0.14,0.13,0.19,0.06,0.13,0.19,0,1,,,0,4,8,,13,21,,,3,42,,0,2,0,0,0,0,203,,,,26,,21.5,23,1936,63.3,84,21,35.3,17,113,60,190,67,92,1000,96.7,1034,1,2,0,1,23,1,28,1.30,2019,276,252,91.3,Chicago,16.6,0,0.10,0.50,3,0,0,29,1.35,6,20.7,0.28,20,90,21,28,2,0,1,34,13,48,26,+0.25,36.5,29.2,+7.3,+0.34,+13,+0.60,+1.00,1.39,41,28,90,1238,1009,81.5,10153,23262,132,33,798,177,1427,685,1500,46,25,21,45.7,28,1992-07-08 00:00:00,180cm,Francisco Calvo,"DF (CB-FB, left)",80kg,1.2
74,26.8,+1.6,26,51,66.2,28,2,819,46,16,30,0,41,611,2,136,0,597,2410,3934,154,1. MLS,0,0,0,us USA,0,4,3,3,0,3,100.0,1,-0.2,-0.2,3.2,0.15,0.4,3.2,0,0,0,0,0,3,2,5,0.19,571,180,68,2019_Tommy Smith_Colorado,14,7,16th,205,127,62.0,Matches,421,395,93.8,5,3,687,11,2,12,3,0,4,26,26,793,124,24,0,,,,,0.07,0.19,0.19,0.11,0.11,0.12,0.14,0.02,0.12,0.14,0,2,,,1,3,4,,7,16,,,3,14,,2,3,0,0,0,0,183,,,,14,,26.8,27,2413,78.9,89,27,27.6,4,109,43,156,43,71,632,97.2,650,0,0,0,1,12,2,15,0.56,2019,189,163,86.2,Colorado,7.8,0,0.14,0.43,3,0,0,21,0.78,7,33.3,0.26,25,89,27,,0,3,0,25,6,31,14,+0.22,39.4,42.8,-3.4,-0.13,-3,-0.11,+0.17,1.37,43,46,45,819,687,83.9,6415,15622,65,43,663,155,1071,447,1097,14,5,9,64.3,30,1990-03-31 00:00:00,187cm,Tommy Smith,"DF (CB-FB, left)",74kg,0.4
123.0,23.5,-0.4,26.0,55.0,67.9,31,0,1525.0,30.0,14.0,16.0,0.0,70.0,1157.0,2.0,269.0,3.0,1165.0,4552.0,7318.0,150.0,1. MLS,0.0,0.0,0.0,us USA,0.0,1.0,4.0,5.0,1.0,4.0,80.0,3.0,-0.1,-0.1,0.1,0.04,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,237.0,163.0,2019_Matt Besler_Sporting KC,18.0,7.0,21st,339.0,230.0,67.8,Matches,840.0,779.0,92.7,5.0,13.0,1325.0,19.0,1.0,32.0,7.0,0.0,2.0,43.0,40.0,1482.0,202.0,47.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,1.0,0,,,1,4,2.0,,10.0,13,,,0,18.0,,0.0,0.0,0,0,1.0,0.0,253.0,,,,14.0,,23.5,27,2112,69.0,78,25,27.5,5.0,74.0,41.0,120.0,33.0,113.0,1230.0,99.5,1236.0,0.0,0.0,0.0,1.0,19.0,0.0,20.0,0.85,2019,333.0,310.0,93.1,Sporting KC,11.7,0.0,0.0,,0,0,0,2.0,0.09,0,0.0,0.0,21,82.0,25,25.0,2,0.0,0.0,18.0,3.0,21.0,14.0,-0.16,40.1,36.7,3.4,0.14,-9,-0.38,0.47,1.26,37,46,39,1525.0,1325.0,86.9,10739.0,29369.0,43.0,3.0,953.0,212.0,1708.0,909.0,1749.0,23.0,14.0,9.0,39.1,33,1987-02-11 00:00:00,183cm,Matt Besler,"DF (CB, left)",,0.4
,1.5,,,,,19,1,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Omir Fernandez_Red Bulls II,0,,8th,,,,Matches,,,,,,,,,,,,1,,,,,,,,,,,0.68,0.68,0.68,0.00,0.00,,,,,,0,1,,,0,0,1,,3,1,,,0,0,,0,0,0,0,0,0,,,,,0,,1.5,2,133,4.3,67,2,,,,,,,,,,,,,,,,,,,2019,,,,Red Bulls II,,,0.00,0.00,0,0,0,2,1.35,1,50.0,0.68,0,67,2,,0,0,,,,,0,,,,,,+1,+0.68,0.00,0.50,2,1,0,,,,,,,,,,,,,,,,,21,1999-02-08 00:00:00,,Omir Fernandez,MF,,
