1/3,90s,A-xA,Aerial Duels_Lost,Aerial Duels_Won,Aerial Duels_Won%,Age,Ast,Att,Blocks_Blocks,Blocks_Pass,Blocks_Sh,Blocks_ShSv,Body Parts_Head,Body Parts_Left,Body Parts_Other,Body Parts_Right,Body Parts_TI,Carries_Carries,Carries_PrgDist,Carries_TotDist,Clr,Comp,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Country,CrsPA,Dispos,Dribbles_#Pl,Dribbles_Att,Dribbles_Megs,Dribbles_Succ,Dribbles_Succ%,Err,Expected_G-xG,Expected_np:G-xG,Expected_npxG,Expected_npxG/Sh,Expected_xA,Expected_xG,GCA Types_Def,GCA Types_Drib,GCA Types_Fld,GCA Types_OG,GCA Types_PassDead,GCA Types_PassLive,GCA Types_Sh,GCA_GCA,GCA_GCA90,Height_Ground,Height_High,Height_Low,ID,Int,KP,LgRank,Long_Att,Long_Cmp,Long_Cmp%,Matches,Medium_Att,Medium_Cmp,Medium_Cmp%,Miscon,Outcomes_Blocks,Outcomes_Cmp,Outcomes_Int,Outcomes_Off,Outcomes_Out,PPA,Pass Types_CK,Pass Types_Crs,Pass Types_Dead,Pass Types_FK,Pass Types_Live,Pass Types_Press,Pass Types_Sw,Pass Types_TB,Penalty Kicks_PKA,Penalty Kicks_PKatt,Penalty Kicks_PKm,Penalty Kicks_PKsv,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G+A-PK,Per 90 Minutes_G-PK,Per 90 Minutes_Gls,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,Per 90 Minutes_xA,Per 90 Minutes_xG,Per 90 Minutes_xG+xA,Performance_2CrdY,Performance_Ast,Performance_CS,Performance_CS%,Performance_CrdR,Performance_CrdY,Performance_Crs,Performance_D,Performance_Fld,Performance_Fls,Performance_GA,Performance_GA90,Performance_Gls,Performance_Int,Performance_L,Performance_OG,Performance_Off,Performance_PK,Performance_PKatt,Performance_PKcon,Performance_PKwon,Performance_Recov,Performance_Save%,Performance_Saves,Performance_SoTA,Performance_TklW,Performance_W,Playing Time_90s,Playing Time_MP,Playing Time_Min,Playing Time_Min%,Playing Time_Mn/MP,Playing Time_Starts,Pressures_%,Pressures_Att 3rd,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Press,Pressures_Succ,Prog,Receiving_Rec,Receiving_Rec%,Receiving_Targ,SCA Types_Def,SCA Types_Drib,SCA Types_Fld,SCA Types_PassDead,SCA Types_PassLive,SCA Types_Sh,SCA_SCA,SCA_SCA90,Season,Short_Att,Short_Cmp,Short_Cmp%,Squad,Standard_Dist,Standard_FK,Standard_G/Sh,Standard_G/SoT,Standard_Gls,Standard_PK,Standard_PKatt,Standard_Sh,Standard_Sh/90,Standard_SoT,Standard_SoT%,Standard_SoT/90,Starts_Compl,Starts_Mn/Start,Starts_Starts,Subs_Mn/Sub,Subs_Subs,Subs_unSub,Tackles_Att 3rd,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Tkl,Tackles_TklW,Team Success (xG)_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success_PPM,Team Success_onG,Team Success_onGA,Tkl+Int,Total_Att,Total_Cmp,Total_Cmp%,Total_PrgDist,Total_TotDist,Touches_Att 3rd,Touches_Att Pen,Touches_Def 3rd,Touches_Def Pen,Touches_Live,Touches_Mid 3rd,Touches_Touches,Vs Dribbles_Att,Vs Dribbles_Past,Vs Dribbles_Tkl,Vs Dribbles_Tkl%,age,birth_date,height,name,position,weight,xA,MP_Pct,Performance_CrdY90,CrdY_Pct,Aerial Duels_Won90,Aerial Duels_Won_Pct,Aerial Duels_Won%_Pct,Tackles_TklW90,TklW90_Pct,Dribbles_Tkl%_Pct,Blocks_Blocks90,Blocks90_Pct,Passing%_Pct,Pass Types_TB90,TB90_Pct,Pass Types_Sw90,Sw90_Pct,Pass Types_Crs90,Crs90_Pct,Dribbles_Succ%_Pct,Dispos90,Dispos90_Pct,SCA90_Pct,GCA90_Pct,Ast90_Pct,Gls90_Pct
108.0,22.8,0.0,12.0,9.0,42.9,23,1.0,1288.0,32.0,28.0,4.0,0.0,52.0,161.0,4.0,1062.0,3.0,1150.0,3048.0,6288.0,15.0,1. MLS,0.0,1.0,0.0,us USA,0.0,41.0,25.0,31.0,0.0,25.0,80.6,0.0,-0.6,-0.6,0.6,0.05,1.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04,1019.0,124.0,145.0,2019_Eric Remedi_Atlanta,17.0,11.0,3rd,208.0,156.0,75.0,Matches,611.0,568.0,93.0,16.0,18.0,1138.0,19.0,2.0,13.0,8.0,1.0,3.0,38.0,34.0,1250.0,146.0,26.0,2.0,,,,,0.04,0.04,0.04,0.0,0.0,0.02,0.07,0.05,0.02,0.07,0.0,1.0,,,0.0,6.0,3.0,,47.0,33.0,,,0.0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,211.0,,,,32.0,,22.8,28.0,2050.0,67.0,73.0,25.0,28.1,62.0,142.0,212.0,416.0,117.0,94.0,1124.0,94.5,1190.0,0.0,0.0,1.0,0.0,26.0,0.0,27.0,1.19,2019,443.0,403.0,91.0,Atlanta,25.3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.48,3.0,27.3,0.13,15.0,80.0,25.0,21.0,3.0,3.0,5.0,13.0,27.0,45.0,32.0,-0.54,33.3,27.9,5.5,0.24,8.0,0.35,-0.27,1.86,36.0,28.0,62.0,1288.0,1138.0,88.4,4972.0,22459.0,249.0,12.0,338.0,28.0,1460.0,1017.0,1482.0,58.0,41.0,17.0,29.3,25.0,1995-06-04 00:00:00,,Eric Remedi,MF (DM),,1.0,0.8324396782841823,0.2631578947368421,0.7784552845528455,0.39473684210526316,0.2037351443123939,0.4443478260869565,1.4035087719298245,0.7240437158469946,0.4498239436619718,1.4035087719298245,0.532258064516129,0.8912310286677909,0.08771929824561403,0.6241496598639455,1.1403508771929824,0.5578231292517006,0.13157894736842105,0.21780821917808219,0.8357400722021661,1.7982456140350878,0.7385398981324278,0.32521008403361346,0.31176470588235294,0.5242261103633916,0.2479892761394102
10.0,3.5,0.0,6.0,1.0,14.3,27,0.0,151.0,13.0,11.0,2.0,0.0,6.0,100.0,0.0,19.0,26.0,117.0,338.0,578.0,10.0,1. MLS,0.0,0.0,0.0,us USA,1.0,8.0,1.0,4.0,0.0,1.0,25.0,0.0,0.6,0.6,0.4,0.43,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,93.0,22.0,36.0,2019_Ashtone Morgan_Toronto FC,3.0,0.0,9th,14.0,8.0,57.1,Matches,70.0,56.0,80.0,5.0,7.0,117.0,4.0,0.0,5.0,1.0,0.0,5.0,28.0,2.0,123.0,23.0,2.0,0.0,,,,,0.0,0.29,0.29,0.29,0.29,0.12,0.12,0.0,0.12,0.12,0.0,0.0,,,0.0,1.0,5.0,,3.0,8.0,,,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,,,,3.0,,3.5,9.0,313.0,10.2,35.0,3.0,26.2,7.0,21.0,14.0,42.0,11.0,10.0,112.0,88.2,127.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.58,2019,61.0,52.0,85.2,Toronto FC,5.8,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.29,1.0,100.0,0.29,1.0,64.0,3.0,20.0,6.0,17.0,2.0,2.0,1.0,5.0,3.0,-0.3,5.3,6.4,-1.1,-0.31,-5.0,-1.44,-1.77,1.0,3.0,8.0,8.0,151.0,117.0,77.5,756.0,2012.0,65.0,3.0,59.0,12.0,171.0,89.0,199.0,4.0,3.0,1.0,25.0,29.0,1991-02-09 00:00:00,,Ashtone Morgan,"DF (FB, left)",,0.0,0.3424932975871314,0.2857142857142857,0.8035230352303523,0.2857142857142857,0.15195246179966043,0.09478260869565218,0.8571428571428571,0.3907103825136612,0.3529929577464789,3.7142857142857144,0.9830220713073005,0.35328836424957843,0.0,0.22874149659863946,0.5714285714285714,0.28316326530612246,1.4285714285714286,0.6452054794520548,0.036101083032490974,2.2857142857142856,0.8395585738539898,0.18739495798319328,0.6647058823529411,0.24629878869448182,0.8277479892761395
23.0,9.4,0.6,18.0,12.0,40.0,29,1.0,412.0,23.0,20.0,3.0,1.0,34.0,60.0,1.0,229.0,84.0,254.0,720.0,1318.0,45.0,1. MLS,0.0,0.0,0.0,us USA,2.0,6.0,10.0,15.0,2.0,10.0,66.7,1.0,0.8,0.8,0.2,0.04,0.4,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11,200.0,141.0,71.0,2019_Connor Lade_NY Red Bulls,21.0,4.0,12th,70.0,26.0,37.1,Matches,168.0,120.0,71.4,6.0,11.0,288.0,10.0,2.0,16.0,7.0,0.0,8.0,90.0,6.0,322.0,74.0,3.0,0.0,,,,,0.11,0.21,0.21,0.11,0.11,0.02,0.07,0.04,0.02,0.07,0.0,1.0,,,0.0,0.0,8.0,,13.0,11.0,,,1.0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,115.0,,,,21.0,,9.4,11.0,845.0,27.6,77.0,10.0,29.6,9.0,87.0,56.0,152.0,45.0,25.0,211.0,90.2,234.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,0.75,2019,165.0,140.0,84.8,NY Red Bulls,19.4,0.0,0.2,1.0,1.0,0.0,0.0,5.0,0.53,1.0,20.0,0.11,9.0,84.0,10.0,9.0,1.0,11.0,1.0,18.0,12.0,31.0,21.0,-0.95,11.3,17.7,-6.4,-0.68,-3.0,-0.32,-0.52,1.0,14.0,17.0,52.0,412.0,288.0,69.9,2515.0,4903.0,155.0,7.0,190.0,44.0,452.0,220.0,538.0,29.0,16.0,13.0,44.8,,,168cm,Connor Lade,"DF-MF (FB, left)",,0.4,0.4014745308310992,0.0,0.15853658536585366,1.276595744680851,0.6129032258064516,0.38782608695652177,2.234042553191489,0.9371584699453552,0.7684859154929577,2.4468085106382977,0.9202037351443124,0.11467116357504216,0.0,0.22874149659863946,0.3191489361702127,0.1683673469387755,0.851063829787234,0.4780821917808219,0.6191335740072202,0.6382978723404255,0.3157894736842105,0.2184873949579832,0.41092436974789914,0.6864064602960969,0.6387399463806971
41.0,19.2,-0.7,31.0,42.0,57.5,26,0.0,859.0,37.0,27.0,10.0,0.0,53.0,523.0,2.0,52.0,204.0,519.0,1137.0,2357.0,96.0,1. MLS,0.0,0.0,0.0,us USA,7.0,17.0,11.0,13.0,1.0,11.0,84.6,0.0,0.2,0.2,0.8,0.16,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,277.0,167.0,2019_Kemar Lawrence_NY Red Bulls,22.0,10.0,12th,149.0,54.0,36.2,Matches,318.0,222.0,69.8,13.0,25.0,609.0,20.0,3.0,24.0,10.0,1.0,34.0,211.0,6.0,648.0,154.0,10.0,0.0,,,,,0.0,0.05,0.05,0.05,0.05,0.04,0.08,0.04,0.04,0.08,0.0,0.0,,,0.0,5.0,34.0,,17.0,15.0,,,1.0,22.0,,0.0,0.0,0.0,0.0,1.0,0.0,218.0,,,,23.0,,19.2,22.0,1729.0,56.5,79.0,19.0,31.9,42.0,121.0,94.0,257.0,82.0,46.0,457.0,88.7,515.0,2.0,0.0,1.0,1.0,13.0,0.0,17.0,0.88,2019,360.0,319.0,88.6,NY Red Bulls,19.9,1.0,0.2,1.0,1.0,0.0,0.0,5.0,0.26,1.0,20.0,0.05,16.0,88.0,19.0,18.0,3.0,2.0,5.0,23.0,14.0,42.0,23.0,0.29,28.9,26.4,2.5,0.13,2.0,0.1,0.1,1.43,28.0,26.0,64.0,859.0,609.0,70.9,4755.0,10193.0,317.0,16.0,328.0,69.0,888.0,501.0,1096.0,31.0,8.0,23.0,74.2,28.0,1992-09-17 00:00:00,178cm,Kemar Lawrence,"DF (FB, left)",,0.7,0.6695710455764075,0.2604166666666667,0.774390243902439,2.1875,0.8404074702886248,0.7130434782608696,1.1979166666666667,0.6133879781420765,0.977112676056338,1.9270833333333335,0.7775891341256367,0.1391231028667791,0.0,0.22874149659863946,0.5208333333333334,0.2534013605442177,1.7708333333333335,0.7095890410958904,0.8646209386281588,0.8854166666666667,0.4159592529711375,0.2596638655462185,0.1495798319327731,0.24629878869448182,0.5462466487935657
52.0,23.9,-0.4,13.0,9.0,40.9,19,0.0,874.0,38.0,24.0,14.0,0.0,28.0,600.0,0.0,74.0,169.0,610.0,2188.0,3632.0,90.0,1. MLS,0.0,0.0,0.0,us USA,3.0,7.0,14.0,23.0,2.0,14.0,60.9,0.0,-0.2,-0.2,0.2,0.04,0.4,0.2,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.17,499.0,228.0,147.0,2019_Sam Vines_Colorado,29.0,5.0,16th,157.0,73.0,46.5,Matches,363.0,312.0,86.0,10.0,11.0,692.0,15.0,0.0,28.0,15.0,1.0,33.0,179.0,9.0,695.0,91.0,24.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,0.0,0.0,,,0.0,2.0,33.0,,10.0,11.0,,,0.0,29.0,,0.0,2.0,0.0,0.0,0.0,0.0,140.0,,,,24.0,,23.9,26.0,2151.0,70.3,83.0,23.0,26.4,28.0,184.0,106.0,318.0,84.0,64.0,573.0,94.6,606.0,1.0,0.0,0.0,1.0,16.0,0.0,19.0,0.79,2019,339.0,300.0,88.5,Colorado,24.6,0.0,0.0,,0.0,0.0,0.0,4.0,0.17,0.0,0.0,0.0,23.0,90.0,23.0,26.0,3.0,4.0,2.0,22.0,10.0,34.0,24.0,0.07,34.0,37.6,-3.6,-0.15,1.0,0.04,0.64,1.42,43.0,42.0,63.0,874.0,692.0,79.2,5569.0,12656.0,264.0,11.0,442.0,98.0,919.0,469.0,1097.0,25.0,15.0,10.0,40.0,21.0,1999-05-31 00:00:00,178cm,Sam Vines,"DF (FB, left)",72kg,0.4,0.7734584450402144,0.08368200836820085,0.38346883468834686,0.3765690376569038,0.19524617996604415,0.41043478260869565,1.00418410041841,0.4959016393442623,0.6778169014084507,1.589958158995816,0.6400679117147708,0.43929173693086004,0.0,0.22874149659863946,1.00418410041841,0.5068027210884354,1.380753138075314,0.626027397260274,0.45216606498194944,0.29288702928870297,0.18505942275042445,0.23109243697478993,0.49159663865546216,0.24629878869448182,0.2479892761394102
43.0,19.6,-0.2,23.0,45.0,66.2,30,0.0,592.0,55.0,34.0,21.0,1.0,61.0,180.0,0.0,313.0,18.0,370.0,590.0,1579.0,158.0,1. MLS,0.0,0.0,0.0,us USA,4.0,1.0,6.0,8.0,1.0,6.0,75.0,2.0,0.6,0.6,0.4,0.08,0.2,0.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.1,291.0,195.0,106.0,2019_Jalil Anibaba_New England,20.0,2.0,14th,204.0,113.0,55.4,Matches,237.0,197.0,83.1,5.0,9.0,433.0,5.0,2.0,33.0,6.0,0.0,6.0,49.0,31.0,543.0,61.0,28.0,0.0,,,,,0.0,0.05,0.05,0.05,0.05,0.02,0.03,0.01,0.02,0.03,1.0,0.0,,,1.0,4.0,6.0,,10.0,14.0,,,1.0,20.0,,0.0,1.0,0.0,0.0,0.0,0.0,200.0,,,,14.0,,19.6,22.0,1764.0,57.6,80.0,19.0,27.7,8.0,93.0,76.0,177.0,49.0,50.0,348.0,95.6,364.0,0.0,1.0,0.0,0.0,5.0,1.0,7.0,0.36,2019,138.0,119.0,86.2,New England,13.9,0.0,0.2,0.5,1.0,0.0,0.0,5.0,0.26,2.0,40.0,0.1,17.0,89.0,19.0,25.0,3.0,11.0,1.0,15.0,9.0,25.0,14.0,-0.9,21.9,35.2,-13.3,-0.68,-8.0,-0.41,-0.48,1.36,26.0,34.0,45.0,592.0,433.0,73.1,4453.0,10383.0,45.0,8.0,454.0,131.0,812.0,377.0,860.0,24.0,8.0,16.0,66.7,32.0,1988-10-19 00:00:00,183cm,Jalil Anibaba,DF (CB),84kg,0.2,0.6695710455764075,0.2040816326530612,0.6653116531165312,2.2959183673469385,0.8539898132427843,0.851304347826087,0.7142857142857142,0.3087431693989071,0.9683098591549296,2.8061224489795915,0.9558573853989814,0.1905564924114671,0.0,0.22874149659863946,1.4285714285714284,0.6598639455782312,0.3061224489795918,0.3136986301369863,0.7770758122743683,0.0510204081632653,0.07470288624787776,0.11260504201680673,0.39243697478991596,0.24629878869448182,0.5462466487935657
2.0,0.7,0.0,1.0,0.0,0.0,22,0.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,26.0,0.0,19.0,57.0,129.0,0.0,1. MLS,0.0,0.0,0.0,us USA,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,2.0,2019_Amar Sejdic_Montreal,0.0,1.0,18th,1.0,0.0,0.0,Matches,14.0,12.0,85.7,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,26.0,9.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,,,0.0,0.0,0.0,,1.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,0.0,,0.7,1.0,67.0,2.2,67.0,1.0,20.0,3.0,5.0,2.0,10.0,2.0,1.0,27.0,84.4,32.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.69,2019,14.0,14.0,100.0,Montreal,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,67.0,1.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.19,1.0,2.1,-1.1,-1.5,-1.0,-1.34,-0.98,0.0,1.0,2.0,0.0,29.0,26.0,89.7,49.0,396.0,10.0,2.0,7.0,0.0,32.0,21.0,35.0,2.0,2.0,0.0,0.0,23.0,1996-11-29 00:00:00,179cm,Amar Sejdic,MF,,0.0,0.036193029490616625,0.0,0.15853658536585366,0.0,0.0432937181663837,0.03217391304347826,0.0,0.0389344262295082,0.056338028169014086,0.0,0.02631578947368421,0.9426644182124789,0.0,0.22874149659863946,0.0,0.04931972789115646,0.0,0.07876712328767123,0.013537906137184115,0.0,0.03395585738539898,0.7285714285714285,0.1495798319327731,0.24629878869448182,0.2479892761394102
76.0,21.2,0.5,24.0,25.0,51.0,32,1.0,1170.0,31.0,26.0,5.0,0.0,53.0,753.0,2.0,156.0,192.0,826.0,3105.0,4974.0,65.0,1. MLS,0.0,0.0,0.0,us USA,2.0,6.0,7.0,10.0,0.0,7.0,70.0,0.0,-0.3,-0.3,0.3,0.03,0.5,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05,697.0,242.0,231.0,2019_Seth Sinovic_Sporting KC,20.0,8.0,21st,166.0,90.0,54.2,Matches,552.0,470.0,85.1,16.0,25.0,957.0,12.0,3.0,17.0,7.0,0.0,33.0,212.0,20.0,958.0,146.0,15.0,1.0,,,,,0.05,0.05,0.05,0.0,0.0,0.01,0.04,0.02,0.01,0.04,0.0,1.0,,,0.0,4.0,33.0,,11.0,22.0,,,0.0,20.0,,0.0,0.0,0.0,0.0,1.0,0.0,170.0,,,,19.0,,21.2,22.0,1908.0,62.4,87.0,21.0,27.8,47.0,113.0,88.0,248.0,69.0,93.0,815.0,91.9,887.0,0.0,1.0,0.0,2.0,14.0,2.0,19.0,0.9,2019,429.0,392.0,91.4,Sporting KC,21.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.47,1.0,10.0,0.05,17.0,88.0,21.0,63.0,1.0,11.0,5.0,19.0,10.0,34.0,19.0,0.2,33.5,27.8,5.7,0.27,-2.0,-0.09,1.16,1.18,30.0,32.0,54.0,1170.0,957.0,81.8,6231.0,17524.0,399.0,15.0,383.0,65.0,1143.0,681.0,1346.0,39.0,20.0,19.0,48.7,33.0,1987-01-28 00:00:00,178cm,Seth Sinovic,"DF (FB, left)",,0.5,0.6695710455764075,0.18867924528301888,0.6212737127371274,1.179245283018868,0.5806451612903226,0.5834782608695652,0.8962264150943396,0.41530054644808745,0.8213028169014085,1.4622641509433962,0.5704584040747029,0.5716694772344013,0.04716981132075472,0.5068027210884354,0.7075471698113208,0.3401360544217687,1.5566037735849056,0.6671232876712329,0.6904332129963899,0.2830188679245283,0.1799660441426146,0.26218487394957984,0.32521008403361346,0.5477792732166891,0.2479892761394102
11.0,11.9,1.1,44.0,27.0,38.0,29,2.0,250.0,14.0,9.0,5.0,0.0,14.0,11.0,5.0,202.0,3.0,259.0,583.0,1550.0,6.0,1. MLS,0.0,0.0,0.0,us USA,0.0,17.0,18.0,31.0,0.0,15.0,48.4,1.0,0.1,0.1,4.9,0.2,0.9,4.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.34,172.0,38.0,40.0,2019_Juan Fernando Caicedo_New England,5.0,9.0,14th,18.0,12.0,66.7,Matches,78.0,63.0,80.8,40.0,8.0,194.0,11.0,1.0,3.0,3.0,0.0,6.0,35.0,1.0,215.0,58.0,2.0,0.0,,,,,0.17,0.59,0.59,0.42,0.42,0.41,0.48,0.07,0.41,0.48,0.0,2.0,,,0.0,2.0,6.0,,20.0,15.0,,,5.0,5.0,,0.0,7.0,0.0,0.0,0.0,0.0,44.0,,,,3.0,,11.9,27.0,1073.0,35.1,40.0,13.0,25.6,93.0,11.0,72.0,176.0,45.0,13.0,273.0,51.2,533.0,0.0,6.0,2.0,0.0,16.0,1.0,25.0,2.1,2019,140.0,112.0,80.0,New England,10.7,0.0,0.21,0.56,5.0,0.0,0.0,24.0,2.01,9.0,37.5,0.75,3.0,66.0,13.0,15.0,14.0,5.0,0.0,0.0,4.0,4.0,3.0,-0.49,14.3,21.6,-7.3,-0.62,-9.0,-0.75,-0.85,1.32,18.0,27.0,9.0,250.0,194.0,77.6,399.0,2857.0,202.0,69.0,29.0,11.0,355.0,183.0,390.0,11.0,11.0,0.0,0.0,31.0,1989-07-13 00:00:00,187cm,Juan Fernando Caicedo,FW,,0.9,0.8009383378016086,0.1680672268907563,0.5752032520325203,2.26890756302521,0.8471986417657046,0.35478260869565215,0.25210084033613445,0.10450819672131148,0.056338028169014086,1.1764705882352942,0.40407470288624786,0.3600337268128162,0.0,0.22874149659863946,0.1680672268907563,0.1054421768707483,0.5042016806722689,0.3917808219178082,0.1588447653429603,1.4285714285714286,0.634125636672326,0.5882352941176471,0.7344537815126051,0.7812920592193809,0.9001340482573726
49.0,15.4,-0.2,13.0,18.0,58.1,27,0.0,716.0,32.0,30.0,2.0,0.0,35.0,57.0,1.0,507.0,106.0,539.0,1580.0,2686.0,58.0,1. MLS,0.0,0.0,0.0,us USA,1.0,10.0,13.0,19.0,1.0,11.0,57.9,0.0,-1.1,-1.1,1.1,0.19,0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,128.0,131.0,2019_Kyle Smith_Orlando City,14.0,3.0,22nd,86.0,51.0,59.3,Matches,325.0,261.0,80.3,12.0,24.0,570.0,14.0,1.0,8.0,7.0,0.0,18.0,109.0,3.0,607.0,115.0,10.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.01,0.07,0.08,0.0,0.0,,,0.0,4.0,18.0,,4.0,20.0,,,0.0,14.0,,1.0,0.0,0.0,0.0,0.0,0.0,134.0,,,,21.0,,15.4,23.0,1386.0,45.3,60.0,15.0,25.2,35.0,138.0,81.0,254.0,64.0,55.0,492.0,92.5,532.0,1.0,0.0,0.0,0.0,6.0,2.0,9.0,0.58,2019,282.0,253.0,89.7,Orlando City,12.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.39,1.0,16.7,0.06,12.0,82.0,15.0,20.0,8.0,11.0,4.0,27.0,10.0,41.0,21.0,-0.3,19.0,21.0,-2.0,-0.13,-7.0,-0.45,-0.4,1.3,18.0,25.0,55.0,716.0,570.0,79.6,4054.0,10104.0,269.0,18.0,274.0,69.0,785.0,401.0,893.0,44.0,28.0,16.0,36.4,28.0,1992-01-09 00:00:00,,Kyle Smith,"DF-MF (FB, right)",,0.2,0.6977211796246648,0.2597402597402597,0.771680216802168,1.1688311688311688,0.5721561969439728,0.7286956521739131,1.3636363636363635,0.7096994535519126,0.6038732394366197,2.0779220779220777,0.8353140916808149,0.47133220910623946,0.06493506493506493,0.5425170068027211,0.6493506493506493,0.30952380952380953,1.1688311688311688,0.5835616438356165,0.38086642599277976,0.6493506493506493,0.32088285229202035,0.18739495798319328,0.1495798319327731,0.24629878869448182,0.2479892761394102
17.0,10.3,0.3,17.0,13.0,43.3,16,1.0,396.0,10.0,8.0,2.0,0.0,8.0,36.0,2.0,336.0,3.0,382.0,1285.0,2201.0,7.0,1. MLS,8.0,1.0,1.0,us USA,1.0,24.0,11.0,16.0,2.0,8.0,50.0,0.0,-1.2,-1.0,4.0,0.15,0.7,4.2,1.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,0.48,291.0,48.0,57.0,2019_Gianluca Busio_Sporting KC,9.0,12.0,21st,52.0,38.0,73.1,Matches,146.0,128.0,87.7,19.0,6.0,337.0,8.0,1.0,6.0,6.0,12.0,3.0,23.0,5.0,373.0,88.0,10.0,0.0,,,,,0.1,0.39,0.39,0.29,0.29,0.39,0.46,0.07,0.41,0.48,0.0,1.0,,,0.0,1.0,3.0,,17.0,11.0,,,3.0,9.0,,0.0,0.0,0.0,0.0,0.0,2.0,69.0,,,,18.0,,10.3,22.0,928.0,30.3,42.0,10.0,19.8,72.0,58.0,138.0,268.0,53.0,23.0,383.0,80.5,476.0,2.0,1.0,5.0,2.0,23.0,3.0,36.0,3.49,2019,186.0,167.0,89.8,Sporting KC,15.8,1.0,0.12,0.33,3.0,0.0,0.0,26.0,2.52,9.0,34.6,0.87,3.0,75.0,10.0,15.0,12.0,2.0,6.0,10.0,14.0,30.0,18.0,-0.34,21.0,21.4,-0.4,-0.04,-15.0,-1.45,-1.33,1.14,14.0,29.0,39.0,396.0,337.0,85.1,916.0,5808.0,242.0,38.0,85.0,10.0,518.0,249.0,541.0,27.0,19.0,8.0,29.6,18.0,2002-05-28 00:00:00,170cm,Gianluca Busio,MF,65kg,0.7,0.6695710455764075,0.0970873786407767,0.4180216802168022,1.262135922330097,0.6044142614601019,0.45652173913043476,1.7475728155339805,0.8456284153005464,0.45774647887323944,0.9708737864077669,0.25127334465195245,0.7352445193929174,0.0,0.22874149659863946,0.9708737864077669,0.46938775510204084,0.2912621359223301,0.3082191780821918,0.20487364620938628,2.3300970873786406,0.8488964346349746,0.8630252100840337,0.8647058823529412,0.6608344549125168,0.8277479892761395
