1/3,90s,A-xA,Aerial Duels_Lost,Aerial Duels_Won,Aerial Duels_Won%,Age,Ast,Att,Blocks_Blocks,Blocks_Pass,Blocks_Sh,Blocks_ShSv,Body Parts_Head,Body Parts_Left,Body Parts_Other,Body Parts_Right,Body Parts_TI,Carries_Carries,Carries_PrgDist,Carries_TotDist,Clr,Comp,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Country,CrsPA,Dispos,Dribbles_#Pl,Dribbles_Att,Dribbles_Megs,Dribbles_Succ,Dribbles_Succ%,Err,Expected_G-xG,Expected_np:G-xG,Expected_npxG,Expected_npxG/Sh,Expected_xA,Expected_xG,GCA Types_Def,GCA Types_Drib,GCA Types_Fld,GCA Types_OG,GCA Types_PassDead,GCA Types_PassLive,GCA Types_Sh,GCA_GCA,GCA_GCA90,Height_Ground,Height_High,Height_Low,ID,Int,KP,LgRank,Long_Att,Long_Cmp,Long_Cmp%,Matches,Medium_Att,Medium_Cmp,Medium_Cmp%,Miscon,Outcomes_Blocks,Outcomes_Cmp,Outcomes_Int,Outcomes_Off,Outcomes_Out,PPA,Pass Types_CK,Pass Types_Crs,Pass Types_Dead,Pass Types_FK,Pass Types_Live,Pass Types_Press,Pass Types_Sw,Pass Types_TB,Penalty Kicks_PKA,Penalty Kicks_PKatt,Penalty Kicks_PKm,Penalty Kicks_PKsv,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G+A-PK,Per 90 Minutes_G-PK,Per 90 Minutes_Gls,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,Per 90 Minutes_xA,Per 90 Minutes_xG,Per 90 Minutes_xG+xA,Performance_2CrdY,Performance_Ast,Performance_CS,Performance_CS%,Performance_CrdR,Performance_CrdY,Performance_Crs,Performance_D,Performance_Fld,Performance_Fls,Performance_GA,Performance_GA90,Performance_Gls,Performance_Int,Performance_L,Performance_OG,Performance_Off,Performance_PK,Performance_PKatt,Performance_PKcon,Performance_PKwon,Performance_Recov,Performance_Save%,Performance_Saves,Performance_SoTA,Performance_TklW,Performance_W,Playing Time_90s,Playing Time_MP,Playing Time_Min,Playing Time_Min%,Playing Time_Mn/MP,Playing Time_Starts,Pressures_%,Pressures_Att 3rd,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Press,Pressures_Succ,Prog,Receiving_Rec,Receiving_Rec%,Receiving_Targ,SCA Types_Def,SCA Types_Drib,SCA Types_Fld,SCA Types_PassDead,SCA Types_PassLive,SCA Types_Sh,SCA_SCA,SCA_SCA90,Season,Short_Att,Short_Cmp,Short_Cmp%,Squad,Standard_Dist,Standard_FK,Standard_G/Sh,Standard_G/SoT,Standard_Gls,Standard_PK,Standard_PKatt,Standard_Sh,Standard_Sh/90,Standard_SoT,Standard_SoT%,Standard_SoT/90,Starts_Compl,Starts_Mn/Start,Starts_Starts,Subs_Mn/Sub,Subs_Subs,Subs_unSub,Tackles_Att 3rd,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Tkl,Tackles_TklW,Team Success (xG)_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success_PPM,Team Success_onG,Team Success_onGA,Tkl+Int,Total_Att,Total_Cmp,Total_Cmp%,Total_PrgDist,Total_TotDist,Touches_Att 3rd,Touches_Att Pen,Touches_Def 3rd,Touches_Def Pen,Touches_Live,Touches_Mid 3rd,Touches_Touches,Vs Dribbles_Att,Vs Dribbles_Past,Vs Dribbles_Tkl,Vs Dribbles_Tkl%,age,birth_date,height,name,position,weight,xA,MP_Pct,Performance_CrdY90,CrdY_Pct,Aerial Duels_Won90,Aerial Duels_Won_Pct,Aerial Duels_Won%_Pct,Tackles_TklW90,TklW90_Pct,Dribbles_Tkl%_Pct,Blocks_Blocks90,Blocks90_Pct,Passing%_Pct,Pass Types_TB90,TB90_Pct,Pass Types_Sw90,Sw90_Pct,Pass Types_Crs90,Crs90_Pct,Dribbles_Succ%_Pct,Dispos90,Dispos90_Pct,SCA90_Pct,GCA90_Pct,Ast90_Pct,Gls90_Pct
0.0,0.4,-0.2,0.0,2.0,100.0,24,0.0,18.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,10.0,1.0,15.0,31.0,93.0,0.0,1. MLS,0.0,0.0,0.0,us USA,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,-0.1,-0.1,0.1,0.04,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,11.0,2019_Romario Williams_Atlanta,0.0,1.0,3rd,2.0,0.0,0.0,Matches,6.0,2.0,33.3,2.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,17.0,4.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.19,0.64,0.45,0.19,0.64,0.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,,0.0,,0.4,2.0,39.0,1.3,20.0,0.0,12.5,4.0,0.0,4.0,8.0,1.0,1.0,14.0,60.9,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.31,2019,9.0,6.0,66.7,Atlanta,23.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.62,1.0,50.0,2.31,0.0,,0.0,19.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.51,0.4,0.0,0.4,0.92,0.0,0.0,-0.45,0.0,0.0,0.0,0.0,18.0,8.0,44.4,22.0,92.0,17.0,2.0,1.0,0.0,23.0,7.0,24.0,3.0,3.0,0.0,0.0,26.0,1994-08-15 00:00:00,180cm,Romario Williams,FW,72kg,0.2,0.09584450402144772,0.0,0.15853658536585366,5.0,0.9923599320882852,0.9869565217391304,0.0,0.0389344262295082,0.056338028169014086,0.0,0.02631578947368421,0.00505902192242833,0.0,0.22874149659863946,0.0,0.04931972789115646,2.5,0.8404109589041096,,2.5,0.8633276740237691,0.6403361344537815,0.1495798319327731,0.24629878869448182,0.2479892761394102
3.0,1.4,-0.4,4.0,1.0,20.0,24,0.0,20.0,3.0,2.0,1.0,0.0,3.0,4.0,0.0,12.0,0.0,33.0,195.0,299.0,1.0,1. MLS,0.0,0.0,0.0,us USA,0.0,6.0,2.0,2.0,0.0,2.0,100.0,0.0,0.4,0.4,0.6,0.12,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,4.0,2019_Romario Williams_Columbus,0.0,3.0,20th,4.0,4.0,100.0,Matches,4.0,3.0,75.0,9.0,2.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,19.0,4.0,1.0,0.0,,,,,0.0,0.71,0.71,0.71,0.71,0.43,0.72,0.29,0.43,0.72,0.0,0.0,,,0.0,0.0,0.0,,6.0,5.0,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,4.0,,1.4,7.0,127.0,4.2,18.0,1.0,26.7,18.0,2.0,10.0,30.0,8.0,3.0,34.0,54.8,62.0,1.0,1.0,0.0,0.0,4.0,0.0,6.0,4.25,2019,9.0,4.0,44.4,Columbus,15.8,0.0,0.2,0.33,1.0,0.0,0.0,5.0,3.54,3.0,60.0,2.13,0.0,65.0,1.0,10.0,6.0,7.0,2.0,0.0,2.0,4.0,4.0,0.15,2.9,2.9,0.0,0.01,1.0,0.71,0.98,1.43,3.0,2.0,4.0,20.0,12.0,60.0,99.0,270.0,25.0,9.0,5.0,1.0,48.0,23.0,48.0,1.0,1.0,0.0,0.0,26.0,1994-08-15 00:00:00,180cm,Romario Williams,FW,72kg,0.4,0.2761394101876676,0.0,0.15853658536585366,0.7142857142857143,0.3701188455008489,0.14,2.857142857142857,0.9747267759562842,0.056338028169014086,2.142857142857143,0.8505942275042445,0.024451939291736932,0.0,0.22874149659863946,0.7142857142857143,0.3469387755102041,0.0,0.07876712328767123,0.9494584837545126,4.285714285714286,0.9872665534804754,0.9361344537815126,0.1495798319327731,0.24629878869448182,0.9698391420911529
12.0,6.5,-0.3,11.0,3.0,21.4,25,0.0,209.0,10.0,10.0,0.0,0.0,3.0,143.0,4.0,55.0,4.0,219.0,790.0,1497.0,3.0,1. MLS,0.0,0.0,0.0,us USA,1.0,15.0,8.0,13.0,0.0,7.0,53.8,0.0,-1.3,-1.3,1.3,0.1,0.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,21.0,26.0,2019_Robin Lod_Minnesota,3.0,7.0,7th,20.0,15.0,75.0,Matches,82.0,71.0,86.6,9.0,6.0,172.0,4.0,0.0,2.0,5.0,0.0,7.0,5.0,0.0,204.0,42.0,5.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.21,0.25,0.04,0.21,0.25,0.0,0.0,,,0.0,0.0,7.0,,4.0,8.0,,,0.0,3.0,,0.0,2.0,0.0,0.0,0.0,0.0,47.0,,,,10.0,,6.5,10.0,582.0,19.0,58.0,6.0,24.1,32.0,29.0,76.0,137.0,33.0,15.0,199.0,72.9,273.0,0.0,1.0,0.0,0.0,18.0,0.0,19.0,2.94,2019,96.0,83.0,86.5,Minnesota,15.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.01,5.0,38.5,0.77,2.0,79.0,6.0,27.0,4.0,0.0,1.0,6.0,7.0,14.0,10.0,0.33,12.7,9.4,3.3,0.51,3.0,0.46,0.25,1.36,7.0,4.0,17.0,209.0,172.0,82.3,705.0,2945.0,134.0,21.0,44.0,3.0,281.0,139.0,286.0,16.0,11.0,5.0,31.3,27.0,1993-04-17 00:00:00,180cm,Robin Lod,FW-MF,76kg,0.3,0.3746648793565684,0.0,0.15853658536585366,0.46153846153846156,0.24023769100169778,0.15391304347826087,1.5384615384615385,0.7786885245901639,0.4982394366197183,1.5384615384615385,0.6205432937181664,0.5935919055649241,0.0,0.22874149659863946,0.7692307692307693,0.375,1.0769230769230769,0.5534246575342465,0.2833935018050541,2.3076923076923075,0.8446519524617997,0.7798319327731092,0.1495798319327731,0.24629878869448182,0.2479892761394102
85.0,30.0,1.7,16.0,16.0,50.0,21,3.0,1005.0,49.0,41.0,8.0,0.0,27.0,349.0,3.0,583.0,33.0,1152.0,3663.0,6843.0,24.0,1. MLS,0.0,2.0,0.0,us USA,6.0,45.0,81.0,122.0,5.0,77.0,63.1,1.0,2.6,2.6,3.4,0.09,1.3,3.4,0.0,1.0,1.0,0.0,0.0,4.0,0.0,6.0,0.2,722.0,138.0,145.0,2019_Lucas Rodríguez_D.C. United,18.0,21.0,10th,141.0,103.0,73.0,Matches,358.0,322.0,89.9,55.0,28.0,854.0,16.0,4.0,10.0,16.0,2.0,17.0,43.0,7.0,962.0,180.0,35.0,2.0,,,,,0.1,0.3,0.3,0.2,0.2,0.11,0.16,0.04,0.11,0.16,0.0,3.0,,,0.0,5.0,17.0,,86.0,35.0,,,6.0,18.0,,0.0,3.0,0.0,0.0,1.0,0.0,201.0,,,,34.0,,30.0,33.0,2699.0,88.2,82.0,31.0,24.8,150.0,191.0,288.0,629.0,156.0,71.0,999.0,78.3,1276.0,1.0,7.0,24.0,0.0,43.0,1.0,76.0,2.53,2019,477.0,420.0,88.1,D.C. United,16.3,0.0,0.15,0.46,6.0,0.0,0.0,39.0,1.3,13.0,33.3,0.43,20.0,86.0,31.0,23.0,2.0,1.0,13.0,21.0,27.0,61.0,34.0,0.63,35.6,42.4,-6.8,-0.23,5.0,0.17,0.42,1.44,39.0,34.0,79.0,1005.0,854.0,85.0,3260.0,15100.0,502.0,74.0,235.0,45.0,1388.0,801.0,1426.0,52.0,36.0,16.0,30.8,23.0,1997-04-27 00:00:00,168cm,Lucas Rodríguez,"FW-MF (AM, left)",64kg,1.3,0.9745308310991957,0.16666666666666666,0.5697831978319783,0.5333333333333333,0.2869269949066214,0.5547826086956522,1.1333333333333333,0.5765027322404371,0.4867957746478873,1.6333333333333333,0.6587436332767402,0.7284991568296796,0.06666666666666667,0.5501700680272109,1.1666666666666667,0.5714285714285714,0.5666666666666667,0.41506849315068495,0.5108303249097473,1.5,0.6604414261460102,0.6957983193277311,0.5436974789915966,0.6608344549125168,0.7426273458445041
84.0,18.8,2.9,13.0,10.0,43.5,32,5.0,946.0,23.0,17.0,6.0,0.0,32.0,631.0,2.0,96.0,179.0,704.0,2249.0,3475.0,53.0,1. MLS,0.0,0.0,0.0,us USA,3.0,16.0,27.0,42.0,0.0,27.0,64.3,1.0,-0.6,-0.6,0.6,0.04,2.1,0.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.27,506.0,237.0,203.0,2019_Edgar Castillo_New England,19.0,14.0,14th,146.0,56.0,38.4,Matches,379.0,296.0,78.1,22.0,20.0,717.0,16.0,7.0,20.0,21.0,0.0,18.0,198.0,19.0,748.0,121.0,13.0,3.0,,,,,0.27,0.27,0.27,0.0,0.0,0.03,0.14,0.11,0.03,0.14,0.0,5.0,,,0.0,2.0,18.0,,14.0,16.0,,,0.0,19.0,,0.0,2.0,0.0,0.0,0.0,0.0,182.0,,,,36.0,,18.8,20.0,1689.0,55.2,84.0,20.0,25.9,28.0,131.0,104.0,263.0,68.0,97.0,617.0,91.1,677.0,1.0,0.0,0.0,0.0,28.0,1.0,30.0,1.6,2019,398.0,357.0,89.7,New England,21.6,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.85,1.0,6.3,0.05,15.0,84.0,20.0,,0.0,3.0,10.0,30.0,14.0,54.0,36.0,-0.41,22.5,31.5,-9.0,-0.48,-9.0,-0.48,-0.61,1.25,28.0,37.0,73.0,946.0,717.0,75.8,6127.0,12039.0,309.0,28.0,312.0,50.0,958.0,587.0,1150.0,76.0,45.0,31.0,40.8,34.0,1986-10-08 00:00:00,168cm,Edgar Castillo,"DF (FB, left)",75kg,2.1,0.628686327077748,0.10638297872340426,0.4491869918699187,0.5319148936170213,0.28522920203735147,0.4608695652173913,1.9148936170212765,0.8825136612021858,0.7059859154929577,1.2234042553191489,0.4295415959252971,0.28161888701517707,0.15957446808510636,0.7721088435374149,0.6914893617021276,0.33418367346938777,0.9574468085106382,0.5164383561643836,0.5523465703971119,0.851063829787234,0.40152801358234297,0.43865546218487395,0.6403361344537815,0.9004037685060565,0.2479892761394102
9.0,18.0,1.6,66.0,35.0,34.7,28,3.0,233.0,3.0,3.0,0.0,0.0,17.0,127.0,2.0,71.0,0.0,278.0,753.0,1614.0,11.0,1. MLS,0.0,0.0,0.0,us USA,2.0,39.0,10.0,18.0,2.0,10.0,55.6,0.0,-1.8,-1.8,8.8,0.14,1.4,8.8,0.0,0.0,1.0,0.0,0.0,4.0,2.0,7.0,0.39,141.0,39.0,53.0,2019_Dom Dwyer_Orlando City,1.0,10.0,22nd,26.0,15.0,57.7,Matches,89.0,62.0,69.7,51.0,7.0,169.0,7.0,3.0,5.0,10.0,0.0,13.0,34.0,0.0,199.0,54.0,6.0,1.0,,,,,0.17,0.56,0.56,0.39,0.39,0.49,0.57,0.08,0.49,0.57,0.0,3.0,,,1.0,6.0,13.0,,33.0,37.0,,,7.0,1.0,,0.0,15.0,0.0,0.0,0.0,0.0,37.0,,,,1.0,,18.0,27.0,1616.0,52.8,60.0,16.0,20.4,120.0,7.0,94.0,221.0,45.0,17.0,339.0,47.5,713.0,0.0,1.0,2.0,1.0,16.0,6.0,26.0,1.45,2019,105.0,87.0,82.9,Orlando City,14.4,2.0,0.11,0.29,7.0,0.0,0.0,64.0,3.56,24.0,37.5,1.34,7.0,80.0,16.0,31.0,11.0,1.0,1.0,0.0,2.0,3.0,1.0,-0.21,21.2,22.4,-1.2,-0.07,0.0,0.0,0.5,1.11,26.0,26.0,4.0,233.0,169.0,72.5,412.0,2737.0,252.0,91.0,22.0,11.0,410.0,184.0,445.0,11.0,11.0,0.0,0.0,30.0,1990-07-30 00:00:00,176cm,Dom Dwyer,FW,72kg,1.4,0.8009383378016086,0.3333333333333333,0.8455284552845529,1.9444444444444444,0.7928692699490663,0.3234782608695652,0.05555555555555555,0.0778688524590164,0.056338028169014086,0.16666666666666666,0.05432937181663837,0.17200674536256325,0.05555555555555555,0.5255102040816326,0.3333333333333333,0.17346938775510204,0.7222222222222222,0.4589041095890411,0.3185920577617328,2.1666666666666665,0.8183361629881154,0.40336134453781514,0.7789915966386555,0.7812920592193809,0.8887399463806971
7.0,7.0,0.6,18.0,6.0,25.0,24,1.0,176.0,6.0,6.0,0.0,0.0,7.0,118.0,1.0,43.0,3.0,237.0,1184.0,1869.0,7.0,1. MLS,0.0,0.0,0.0,us USA,2.0,16.0,17.0,24.0,1.0,16.0,66.7,0.0,0.2,0.2,3.8,0.17,0.4,3.8,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,0.58,125.0,25.0,26.0,2019_Sergio Santos Gomes_Philadelphia,2.0,7.0,5th,13.0,5.0,38.5,Matches,58.0,39.0,67.2,38.0,10.0,122.0,3.0,1.0,4.0,5.0,0.0,13.0,7.0,2.0,169.0,32.0,5.0,0.0,,,,,0.14,0.72,0.72,0.58,0.58,0.55,0.6,0.06,0.55,0.6,0.0,1.0,,,0.0,2.0,13.0,,13.0,25.0,,,4.0,2.0,,0.0,6.0,0.0,0.0,0.0,1.0,36.0,,,,8.0,,7.0,17.0,626.0,20.5,37.0,5.0,24.0,70.0,23.0,57.0,150.0,36.0,12.0,222.0,65.1,341.0,1.0,4.0,3.0,0.0,12.0,2.0,22.0,3.16,2019,93.0,76.0,81.7,Philadelphia,14.5,0.0,0.18,0.57,4.0,0.0,0.0,22.0,3.16,7.0,31.8,1.01,0.0,65.0,5.0,25.0,12.0,1.0,7.0,2.0,3.0,12.0,8.0,-0.08,12.9,10.7,2.2,0.32,-1.0,-0.14,-0.48,1.37,14.0,15.0,14.0,176.0,122.0,69.3,411.0,1743.0,200.0,62.0,26.0,7.0,295.0,99.0,301.0,16.0,12.0,4.0,25.0,26.0,1994-09-04 00:00:00,180cm,Sergio Santos Gomes,FW,77kg,0.4,0.5509383378016086,0.2857142857142857,0.8035230352303523,0.8571428571428571,0.4312393887945671,0.1991304347826087,1.1428571428571428,0.5846994535519126,0.3529929577464789,0.8571428571428571,0.21222410865874364,0.10708263069139966,0.0,0.22874149659863946,0.7142857142857143,0.3469387755102041,1.8571428571428572,0.7253424657534246,0.6191335740072202,2.2857142857142856,0.8395585738539898,0.8168067226890756,0.9176470588235294,0.7409152086137282,0.9510723860589813
44.0,25.6,1.5,17.0,23.0,57.5,23,7.0,1031.0,37.0,35.0,2.0,0.0,34.0,147.0,5.0,768.0,60.0,982.0,4400.0,7348.0,26.0,1. MLS,0.0,1.0,0.0,us USA,16.0,41.0,37.0,64.0,1.0,34.0,53.1,0.0,-1.6,-1.6,6.6,0.12,5.5,6.6,0.0,1.0,0.0,0.0,3.0,11.0,1.0,16.0,0.63,693.0,159.0,179.0,2019_Przemysław Frankowski_Chicago,17.0,41.0,17th,154.0,89.0,57.8,Matches,402.0,319.0,79.4,49.0,37.0,784.0,20.0,3.0,31.0,45.0,4.0,82.0,71.0,7.0,960.0,185.0,29.0,3.0,,,,,0.27,0.47,0.47,0.2,0.2,0.26,0.48,0.22,0.26,0.48,0.0,7.0,,,0.0,3.0,82.0,,20.0,26.0,,,5.0,17.0,,0.0,8.0,0.0,0.0,1.0,0.0,159.0,,,,30.0,,25.6,31.0,2303.0,75.3,74.0,24.0,22.9,124.0,154.0,185.0,463.0,106.0,88.0,958.0,79.8,1201.0,4.0,4.0,1.0,3.0,73.0,6.0,91.0,3.58,2019,437.0,369.0,84.4,Chicago,16.4,0.0,0.09,0.22,5.0,0.0,0.0,56.0,2.19,23.0,41.1,0.9,21.0,88.0,24.0,27.0,7.0,0.0,11.0,16.0,20.0,47.0,30.0,-0.11,43.1,37.3,5.8,0.23,8.0,0.31,0.31,1.19,43.0,35.0,64.0,1031.0,784.0,76.0,4061.0,13990.0,730.0,140.0,212.0,39.0,1261.0,530.0,1330.0,51.0,35.0,16.0,31.4,25.0,1995-04-12 00:00:00,175cm,Przemysław Frankowski,"FW-MF (AM-WM, right)",68kg,5.5,0.925603217158177,0.1171875,0.46815718157181574,0.8984375,0.44821731748726656,0.7130434782608696,1.171875,0.6038251366120219,0.5026408450704225,1.4453125,0.5551782682512734,0.2942664418212479,0.1171875,0.6972789115646258,1.1328125,0.5527210884353742,3.203125,0.9178082191780822,0.26805054151624547,1.6015625,0.6960950764006791,0.8722689075630252,0.9302521008403362,0.9004037685060565,0.7426273458445041
17.0,7.0,-0.2,9.0,9.0,50.0,26,0.0,297.0,13.0,12.0,1.0,0.0,16.0,203.0,0.0,22.0,55.0,218.0,612.0,1071.0,26.0,1. MLS,0.0,0.0,0.0,us USA,1.0,6.0,21.0,26.0,2.0,18.0,69.2,0.0,0.2,0.2,0.8,0.08,0.2,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.14,137.0,98.0,62.0,2019_Francisco Calvo_Minnesota,11.0,3.0,7th,60.0,27.0,45.0,Matches,137.0,93.0,67.9,4.0,8.0,200.0,10.0,1.0,3.0,4.0,0.0,3.0,66.0,11.0,231.0,43.0,6.0,1.0,,,,,0.0,0.14,0.14,0.14,0.14,0.12,0.15,0.03,0.12,0.15,1.0,0.0,,,1.0,4.0,3.0,,2.0,12.0,,,1.0,11.0,,0.0,0.0,0.0,0.0,0.0,1.0,64.0,,,,14.0,,7.0,7.0,629.0,20.6,90.0,7.0,29.4,12.0,70.0,44.0,126.0,37.0,26.0,184.0,88.9,207.0,0.0,1.0,1.0,1.0,3.0,0.0,6.0,0.86,2019,96.0,79.0,82.3,Minnesota,10.4,0.0,0.09,0.25,1.0,0.0,0.0,11.0,1.57,4.0,36.4,0.57,6.0,90.0,7.0,,0.0,0.0,2.0,15.0,7.0,24.0,14.0,0.14,12.7,10.3,2.5,0.35,2.0,0.29,0.03,1.43,17.0,15.0,35.0,297.0,200.0,67.3,2091.0,3963.0,78.0,16.0,149.0,35.0,327.0,190.0,390.0,29.0,17.0,12.0,41.4,28.0,1992-07-08 00:00:00,180cm,Francisco Calvo,"DF (CB-FB, left)",80kg,0.2,0.2761394101876676,0.5714285714285714,0.964769647696477,1.2857142857142858,0.6179966044142614,0.5547826086956522,2.0,0.9009562841530054,0.7183098591549296,1.8571428571428572,0.7521222410865874,0.0699831365935919,0.14285714285714285,0.7465986394557823,0.8571428571428571,0.4141156462585034,0.42857142857142855,0.3547945205479452,0.6723826714801444,0.8571428571428571,0.4057724957555178,0.25126050420168067,0.453781512605042,0.24629878869448182,0.6695710455764075
92.0,21.5,-0.2,22.0,26.0,54.2,26,1.0,1238.0,34.0,21.0,13.0,2.0,28.0,1044.0,5.0,116.0,37.0,1050.0,3825.0,6332.0,89.0,1. MLS,0.0,0.0,0.0,us USA,2.0,21.0,21.0,28.0,0.0,20.0,71.4,1.0,0.2,0.2,2.8,0.09,1.2,2.8,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.14,843.0,265.0,130.0,2019_Francisco Calvo_Chicago,42.0,15.0,17th,368.0,227.0,61.7,Matches,565.0,516.0,91.3,13.0,21.0,1009.0,18.0,6.0,12.0,9.0,0.0,8.0,75.0,38.0,1163.0,120.0,62.0,0.0,,,,,0.05,0.19,0.19,0.14,0.14,0.13,0.19,0.06,0.13,0.19,0.0,1.0,,,0.0,4.0,8.0,,13.0,21.0,,,3.0,42.0,,0.0,2.0,0.0,0.0,0.0,0.0,203.0,,,,26.0,,21.5,23.0,1936.0,63.3,84.0,21.0,35.3,17.0,113.0,60.0,190.0,67.0,92.0,1000.0,96.7,1034.0,1.0,2.0,0.0,1.0,23.0,1.0,28.0,1.3,2019,276.0,252.0,91.3,Chicago,16.6,0.0,0.1,0.5,3.0,0.0,0.0,29.0,1.35,6.0,20.7,0.28,20.0,90.0,21.0,28.0,2.0,0.0,1.0,34.0,13.0,48.0,26.0,0.25,36.5,29.2,7.3,0.34,13.0,0.6,1.0,1.39,41.0,28.0,90.0,1238.0,1009.0,81.5,10153.0,23262.0,132.0,33.0,798.0,177.0,1427.0,685.0,1500.0,46.0,25.0,21.0,45.7,28.0,1992-07-08 00:00:00,180cm,Francisco Calvo,"DF (CB-FB, left)",80kg,1.2,0.6977211796246648,0.18604651162790697,0.6111111111111112,1.2093023255813953,0.5874363327674024,0.64,1.2093023255813953,0.6215846994535519,0.7764084507042254,1.5813953488372092,0.634974533106961,0.554806070826307,0.0,0.22874149659863946,2.883720930232558,0.9200680272108843,0.37209302325581395,0.3356164383561644,0.7220216606498195,0.9767441860465116,0.44821731748726656,0.3588235294117647,0.453781512605042,0.5477792732166891,0.6695710455764075
74.0,26.8,1.6,26.0,51.0,66.2,28,2.0,819.0,46.0,16.0,30.0,0.0,41.0,611.0,2.0,136.0,0.0,597.0,2410.0,3934.0,154.0,1. MLS,0.0,0.0,0.0,us USA,0.0,4.0,3.0,3.0,0.0,3.0,100.0,1.0,-0.2,-0.2,3.2,0.15,0.4,3.2,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.19,571.0,180.0,68.0,2019_Tommy Smith_Colorado,14.0,7.0,16th,205.0,127.0,62.0,Matches,421.0,395.0,93.8,5.0,3.0,687.0,11.0,2.0,12.0,3.0,0.0,4.0,26.0,26.0,793.0,124.0,24.0,0.0,,,,,0.07,0.19,0.19,0.11,0.11,0.12,0.14,0.02,0.12,0.14,0.0,2.0,,,1.0,3.0,4.0,,7.0,16.0,,,3.0,14.0,,2.0,3.0,0.0,0.0,0.0,0.0,183.0,,,,14.0,,26.8,27.0,2413.0,78.9,89.0,27.0,27.6,4.0,109.0,43.0,156.0,43.0,71.0,632.0,97.2,650.0,0.0,0.0,0.0,1.0,12.0,2.0,15.0,0.56,2019,189.0,163.0,86.2,Colorado,7.8,0.0,0.14,0.43,3.0,0.0,0.0,21.0,0.78,7.0,33.3,0.26,25.0,89.0,27.0,,0.0,3.0,0.0,25.0,6.0,31.0,14.0,0.22,39.4,42.8,-3.4,-0.13,-3.0,-0.11,0.17,1.37,43.0,46.0,45.0,819.0,687.0,83.9,6415.0,15622.0,65.0,43.0,663.0,155.0,1071.0,447.0,1097.0,14.0,5.0,9.0,64.3,30.0,1990-03-31 00:00:00,187cm,Tommy Smith,"DF (CB-FB, left)",74kg,0.4,0.8009383378016086,0.11194029850746269,0.45934959349593496,1.9029850746268657,0.7758913412563667,0.851304347826087,0.5223880597014925,0.20355191256830601,0.9586267605633803,1.716417910447761,0.6926994906621392,0.6770657672849916,0.0,0.22874149659863946,0.8955223880597015,0.43197278911564624,0.14925373134328357,0.22465753424657534,0.9494584837545126,0.14925373134328357,0.11035653650254669,0.17899159663865546,0.5243697478991597,0.5895020188425303,0.6387399463806971
